07/10 03:38:29 PM | 
07/10 04:59:00 PM | Model size = 1.544 MB
07/10 04:59:00 PM | Epoch 0 LR 0.05
07/10 04:59:02 PM | Train: [  1/600] Step 000/071 Loss: 0.988 Recall: 0.315 FA: 42 F1: 0.382775
07/10 04:59:02 PM | [87 42 87 40]
07/10 04:59:25 PM | Train: [  1/600] Step 050/071 Loss: 0.534 Recall: 0.910 FA: 22 F1: 0.876812
07/10 04:59:25 PM | [101  22  12 121]
07/10 04:59:34 PM | Train: [  1/600] Step 071/071 Loss: 0.490 Recall: 0.960 FA: 3 F1: 0.923077
07/10 04:59:34 PM | [21  3  1 24]
07/10 04:59:34 PM | Train: [  1/600] Final Recall 86.2095% FA 1462 F1: 85.2509%
07/10 04:59:34 PM | [7648 1462 1257 7858]
07/10 04:59:34 PM | Valid: [  1/600] Step 000/061 Loss: 0.548 Recall: 0.714 FA: 43 F1: 0.379747
07/10 04:59:34 PM | [192  43   6  15]
07/10 04:59:38 PM | Valid: [  1/600] Final Recall 72.0559% FA 1119 F1: 36.4462%
07/10 04:59:38 PM | [6060 1119  140  361]
07/10 04:59:38 PM | Valid: Time Spent: 4.473784s
07/10 04:59:38 PM | [0.36446239273094394]
07/10 04:59:49 PM | Model size = 1.509 MB
07/10 04:59:49 PM | Epoch 0 LR 0.05
07/10 04:59:50 PM | Train: [  1/600] Step 000/071 Loss: 1.014 Recall: 0.405 FA: 63 F1: 0.420601
07/10 04:59:50 PM | [72 63 72 49]
07/10 05:00:12 PM | Train: [  1/600] Step 050/071 Loss: 0.614 Recall: 0.834 FA: 19 F1: 0.849123
07/10 05:00:12 PM | [ 92  19  24 121]
07/10 05:00:22 PM | Train: [  1/600] Step 071/071 Loss: 0.559 Recall: 0.950 FA: 9 F1: 0.791667
07/10 05:00:22 PM | [20  9  1 19]
07/10 05:00:22 PM | Train: [  1/600] Final Recall 84.0588% FA 1772 F1: 82.6185%
07/10 05:00:22 PM | [7332 1772 1454 7667]
07/10 05:00:22 PM | Valid: [  1/600] Step 000/061 Loss: 0.153 Recall: 0.500 FA: 13 F1: 0.411765
07/10 05:00:22 PM | [229  13   7   7]
07/10 05:00:28 PM | Valid: [  1/600] Final Recall 40.5117% FA 351 F1: 37.6238%
07/10 05:00:28 PM | [6610  351  279  190]
07/10 05:00:28 PM | Valid: Time Spent: 6.595307s
07/10 05:00:28 PM | [0.37623762376237624]
07/10 05:00:40 PM | Model size = 1.075 MB
07/10 05:00:40 PM | Epoch 0 LR 0.05
07/10 05:00:41 PM | Train: [  1/600] Step 000/071 Loss: 1.238 Recall: 0.424 FA: 89 F1: 0.404332
07/10 05:00:41 PM | [35 89 76 56]
07/10 05:00:53 PM | Train: [  1/600] Step 050/071 Loss: 1.017 Recall: 0.825 FA: 14 F1: 0.856061
07/10 05:00:53 PM | [105  14  24 113]
07/10 05:00:58 PM | Train: [  1/600] Step 071/071 Loss: 0.936 Recall: 0.400 FA: 9 F1: 0.454545
07/10 05:00:58 PM | [15  9 15 10]
07/10 05:00:58 PM | Train: [  1/600] Final Recall 77.7814% FA 2337 F1: 76.4343%
07/10 05:00:58 PM | [6810 2337 2017 7061]
07/10 05:00:58 PM | Valid: [  1/600] Step 000/061 Loss: 9.140 Recall: 1.000 FA: 163 F1: 0.118919
07/10 05:00:58 PM | [ 82 163   0  11]
07/10 05:01:02 PM | Valid: [  1/600] Final Recall 100.0000% FA 5029 F1: 16.5865%
07/10 05:01:02 PM | [2151 5029    0  500]
07/10 05:01:02 PM | Valid: Time Spent: 3.525103s
07/10 05:01:02 PM | [0.1658649859014762]
07/10 05:01:16 PM | Model size = 1.343 MB
07/10 05:01:16 PM | Epoch 0 LR 0.05
07/10 05:01:17 PM | Train: [  1/600] Step 000/071 Loss: 0.993 Recall: 0.547 FA: 88 F1: 0.460317
07/10 05:01:17 PM | [62 88 48 58]
07/10 05:01:35 PM | Train: [  1/600] Step 050/071 Loss: 0.563 Recall: 0.924 FA: 16 F1: 0.908475
07/10 05:01:35 PM | [ 95  16  11 134]
07/10 05:01:43 PM | Train: [  1/600] Step 071/071 Loss: 0.512 Recall: 0.885 FA: 2 F1: 0.901961
07/10 05:01:43 PM | [21  2  3 23]
07/10 05:01:43 PM | Train: [  1/600] Final Recall 85.5029% FA 1509 F1: 84.5877%
07/10 05:01:43 PM | [7659 1509 1313 7744]
07/10 05:01:43 PM | Valid: [  1/600] Step 000/061 Loss: 1.052 Recall: 0.938 FA: 83 F1: 0.263158
07/10 05:01:43 PM | [157  83   1  15]
07/10 05:01:48 PM | Valid: [  1/600] Final Recall 91.4226% FA 2371 F1: 26.5977%
07/10 05:01:48 PM | [4581 2371   41  437]
07/10 05:01:48 PM | Valid: Time Spent: 5.118808s
07/10 05:01:48 PM | [0.26597687157638467]
07/10 05:02:04 PM | Model size = 1.424 MB
07/10 05:02:04 PM | Epoch 0 LR 0.05
07/10 05:02:06 PM | Train: [  1/600] Step 000/071 Loss: 1.053 Recall: 0.289 FA: 85 F1: 0.301158
07/10 05:02:06 PM | [36 85 96 39]
07/10 05:02:25 PM | Train: [  1/600] Step 050/071 Loss: 0.526 Recall: 0.952 FA: 24 F1: 0.888889
07/10 05:02:25 PM | [106  24   6 120]
07/10 05:02:33 PM | Train: [  1/600] Step 071/071 Loss: 0.489 Recall: 0.800 FA: 3 F1: 0.833333
07/10 05:02:33 PM | [21  3  5 20]
07/10 05:02:33 PM | Train: [  1/600] Final Recall 85.5517% FA 1520 F1: 84.6254%
07/10 05:02:33 PM | [7569 1520 1320 7816]
07/10 05:02:33 PM | Valid: [  1/600] Step 000/061 Loss: 0.462 Recall: 0.667 FA: 36 F1: 0.285714
07/10 05:02:33 PM | [208  36   4   8]
07/10 05:02:37 PM | Valid: [  1/600] Final Recall 83.6364% FA 1099 F1: 41.2351%
07/10 05:02:37 PM | [6086 1099   81  414]
07/10 05:02:37 PM | Valid: Time Spent: 4.119951s
07/10 05:02:37 PM | [0.4123505976095617]
07/10 05:02:49 PM | Model size = 1.407 MB
07/10 05:02:49 PM | Epoch 0 LR 0.05
07/10 05:02:50 PM | Train: [  1/600] Step 000/071 Loss: 0.969 Recall: 0.611 FA: 41 F1: 0.644689
07/10 05:02:50 PM | [71 41 56 88]
07/10 05:03:09 PM | Train: [  1/600] Step 050/071 Loss: 0.570 Recall: 0.929 FA: 25 F1: 0.873134
07/10 05:03:09 PM | [105  25   9 117]
07/10 05:03:17 PM | Train: [  1/600] Step 071/071 Loss: 0.527 Recall: 0.913 FA: 3 F1: 0.893617
07/10 05:03:17 PM | [23  3  2 21]
07/10 05:03:17 PM | Train: [  1/600] Final Recall 85.8663% FA 1554 F1: 84.6312%
07/10 05:03:17 PM | [7558 1554 1288 7825]
07/10 05:03:17 PM | Valid: [  1/600] Step 000/061 Loss: 0.834 Recall: 0.929 FA: 41 F1: 0.382353
07/10 05:03:17 PM | [201  41   1  13]
07/10 05:03:22 PM | Valid: [  1/600] Final Recall 88.4861% FA 1553 F1: 34.0583%
07/10 05:03:22 PM | [5408 1553   54  415]
07/10 05:03:22 PM | Valid: Time Spent: 5.236228s
07/10 05:03:22 PM | [0.34058268362741073]
07/10 05:03:34 PM | Model size = 1.365 MB
07/10 05:03:34 PM | Epoch 0 LR 0.05
07/10 05:03:35 PM | Train: [  1/600] Step 000/071 Loss: 1.066 Recall: 0.623 FA: 84 F1: 0.539007
07/10 05:03:35 PM | [50 84 46 76]
07/10 05:03:54 PM | Train: [  1/600] Step 050/071 Loss: 0.606 Recall: 0.885 FA: 29 F1: 0.845361
07/10 05:03:54 PM | [ 88  29  16 123]
07/10 05:04:02 PM | Train: [  1/600] Step 071/071 Loss: 0.571 Recall: 0.667 FA: 3 F1: 0.750000
07/10 05:04:02 PM | [19  3  9 18]
07/10 05:04:02 PM | Train: [  1/600] Final Recall 85.0586% FA 1720 F1: 83.3577%
07/10 05:04:02 PM | [7463 1720 1351 7691]
07/10 05:04:03 PM | Valid: [  1/600] Step 000/061 Loss: 0.344 Recall: 0.143 FA: 17 F1: 0.121212
07/10 05:04:03 PM | [225  17  12   2]
07/10 05:04:07 PM | Valid: [  1/600] Final Recall 23.7500% FA 392 F1: 23.1237%
07/10 05:04:07 PM | [6808  392  366  114]
07/10 05:04:07 PM | Valid: Time Spent: 4.178657s
07/10 05:04:07 PM | [0.23123732251521298]
07/10 05:04:20 PM | Model size = 1.563 MB
07/10 05:04:20 PM | Epoch 0 LR 0.05
07/10 05:04:22 PM | Train: [  1/600] Step 000/071 Loss: 1.039 Recall: 0.538 FA: 71 F1: 0.516605
07/10 05:04:22 PM | [55 71 60 70]
07/10 05:04:46 PM | Train: [  1/600] Step 050/071 Loss: 0.585 Recall: 0.812 FA: 16 F1: 0.840467
07/10 05:04:46 PM | [107  16  25 108]
07/10 05:04:55 PM | Train: [  1/600] Step 071/071 Loss: 0.544 Recall: 0.913 FA: 5 F1: 0.857143
07/10 05:04:55 PM | [21  5  2 21]
07/10 05:04:56 PM | Train: [  1/600] Final Recall 84.3699% FA 1626 F1: 83.4757%
07/10 05:04:56 PM | [7450 1626 1430 7719]
07/10 05:04:56 PM | Valid: [  1/600] Step 000/061 Loss: 0.617 Recall: 0.812 FA: 38 F1: 0.388060
07/10 05:04:56 PM | [202  38   3  13]
07/10 05:05:03 PM | Valid: [  1/600] Final Recall 72.5159% FA 1234 F1: 33.4634%
07/10 05:05:03 PM | [5723 1234  130  343]
07/10 05:05:03 PM | Valid: Time Spent: 7.193196s
07/10 05:05:03 PM | [0.33463414634146343]
07/10 05:05:25 PM | Model size = 1.353 MB
07/10 05:05:25 PM | Epoch 0 LR 0.05
07/10 05:05:27 PM | Train: [  1/600] Step 000/071 Loss: 0.998 Recall: 0.456 FA: 42 F1: 0.508929
07/10 05:05:27 PM | [89 42 68 57]
07/10 05:05:45 PM | Train: [  1/600] Step 050/071 Loss: 0.551 Recall: 0.863 FA: 14 F1: 0.873469
07/10 05:05:45 PM | [118  14  17 107]
07/10 05:05:53 PM | Train: [  1/600] Step 071/071 Loss: 0.503 Recall: 1.000 FA: 5 F1: 0.897959
07/10 05:05:53 PM | [22  5  0 22]
07/10 05:05:53 PM | Train: [  1/600] Final Recall 86.3324% FA 1543 F1: 84.8857%
07/10 05:05:53 PM | [7646 1543 1235 7801]
07/10 05:05:53 PM | Valid: [  1/600] Step 000/061 Loss: 0.197 Recall: 0.250 FA: 8 F1: 0.260870
07/10 05:05:53 PM | [236   8   9   3]
07/10 05:05:57 PM | Valid: [  1/600] Final Recall 15.0407% FA 149 F1: 20.6993%
07/10 05:05:57 PM | [7039  149  418   74]
07/10 05:05:57 PM | Valid: Time Spent: 4.289674s
07/10 05:05:57 PM | [0.206993006993007]
07/10 05:06:11 PM | Model size = 1.443 MB
07/10 05:06:11 PM | Epoch 0 LR 0.05
07/10 05:06:13 PM | Train: [  1/600] Step 000/071 Loss: 1.074 Recall: 0.382 FA: 68 F1: 0.394958
07/10 05:06:13 PM | [65 68 76 47]
07/10 05:06:33 PM | Train: [  1/600] Step 050/071 Loss: 0.566 Recall: 0.833 FA: 16 F1: 0.850202
07/10 05:06:33 PM | [114  16  21 105]
07/10 05:06:41 PM | Train: [  1/600] Step 071/071 Loss: 0.528 Recall: 0.808 FA: 3 F1: 0.840000
07/10 05:06:41 PM | [20  3  5 21]
07/10 05:06:41 PM | Train: [  1/600] Final Recall 84.2645% FA 1544 F1: 83.7293%
07/10 05:06:41 PM | [7606 1544 1428 7647]
07/10 05:06:42 PM | Valid: [  1/600] Step 000/061 Loss: 0.235 Recall: 0.125 FA: 11 F1: 0.137931
07/10 05:06:42 PM | [229  11  14   2]
07/10 05:06:47 PM | Valid: [  1/600] Final Recall 22.1545% FA 317 F1: 23.7473%
07/10 05:06:47 PM | [6621  317  383  109]
07/10 05:06:47 PM | Valid: Time Spent: 5.420418s
07/10 05:06:47 PM | [0.2374727668845316]
07/10 05:06:59 PM | Model size = 1.595 MB
07/10 05:06:59 PM | Epoch 0 LR 0.05
07/10 05:07:01 PM | Train: [  1/600] Step 000/071 Loss: 0.973 Recall: 0.650 FA: 58 F1: 0.609375
07/10 05:07:01 PM | [78 58 42 78]
07/10 05:07:23 PM | Train: [  1/600] Step 050/071 Loss: 0.525 Recall: 0.922 FA: 9 F1: 0.925490
07/10 05:07:23 PM | [119   9  10 118]
07/10 05:07:32 PM | Train: [  1/600] Step 071/071 Loss: 0.482 Recall: 0.826 FA: 3 F1: 0.844444
07/10 05:07:32 PM | [23  3  4 19]
07/10 05:07:32 PM | Train: [  1/600] Final Recall 85.9223% FA 1510 F1: 84.8816%
07/10 05:07:32 PM | [7580 1510 1286 7849]
07/10 05:07:32 PM | Valid: [  1/600] Step 000/061 Loss: 0.215 Recall: 0.667 FA: 26 F1: 0.347826
07/10 05:07:32 PM | [218  26   4   8]
07/10 05:07:37 PM | Valid: [  1/600] Final Recall 57.9381% FA 586 F1: 41.5680%
07/10 05:07:37 PM | [6609  586  204  281]
07/10 05:07:37 PM | Valid: Time Spent: 5.011792s
07/10 05:07:37 PM | [0.415680473372781]
07/10 05:07:50 PM | Model size = 1.576 MB
07/10 05:07:50 PM | Epoch 0 LR 0.05
07/10 05:07:51 PM | Train: [  1/600] Step 000/071 Loss: 1.001 Recall: 0.564 FA: 91 F1: 0.501672
07/10 05:07:51 PM | [32 91 58 75]
07/10 05:08:13 PM | Train: [  1/600] Step 050/071 Loss: 0.564 Recall: 0.872 FA: 14 F1: 0.886598
07/10 05:08:13 PM | [ 94  14  19 129]
07/10 05:08:22 PM | Train: [  1/600] Step 071/071 Loss: 0.520 Recall: 0.913 FA: 5 F1: 0.857143
07/10 05:08:22 PM | [21  5  2 21]
07/10 05:08:22 PM | Train: [  1/600] Final Recall 84.8602% FA 1609 F1: 83.7542%
07/10 05:08:22 PM | [7567 1609 1370 7679]
07/10 05:08:22 PM | Valid: [  1/600] Step 000/061 Loss: 0.434 Recall: 0.933 FA: 39 F1: 0.411765
07/10 05:08:22 PM | [202  39   1  14]
07/10 05:08:28 PM | Valid: [  1/600] Final Recall 78.3784% FA 1065 F1: 39.2096%
07/10 05:08:28 PM | [5884 1065  104  377]
07/10 05:08:28 PM | Valid: Time Spent: 6.227015s
07/10 05:08:28 PM | [0.39209568382735305]
07/10 05:08:42 PM | Model size = 1.333 MB
07/10 05:08:42 PM | Epoch 0 LR 0.05
07/10 05:08:43 PM | Train: [  1/600] Step 000/071 Loss: 1.015 Recall: 0.518 FA: 84 F1: 0.456693
07/10 05:08:43 PM | [60 84 54 58]
07/10 05:09:00 PM | Train: [  1/600] Step 050/071 Loss: 0.573 Recall: 0.772 FA: 12 F1: 0.826087
07/10 05:09:00 PM | [121  12  28  95]
07/10 05:09:07 PM | Train: [  1/600] Step 071/071 Loss: 0.523 Recall: 0.731 FA: 2 F1: 0.808511
07/10 05:09:07 PM | [21  2  7 19]
07/10 05:09:07 PM | Train: [  1/600] Final Recall 83.9323% FA 1586 F1: 83.3196%
07/10 05:09:07 PM | [7596 1586 1453 7590]
07/10 05:09:07 PM | Valid: [  1/600] Step 000/061 Loss: 0.271 Recall: 0.650 FA: 17 F1: 0.520000
07/10 05:09:07 PM | [219  17   7  13]
07/10 05:09:11 PM | Valid: [  1/600] Final Recall 63.0435% FA 808 F1: 39.0692%
07/10 05:09:11 PM | [6366  808  187  319]
07/10 05:09:11 PM | Valid: Time Spent: 4.009798s
07/10 05:09:11 PM | [0.39069197795468463]
07/10 05:09:27 PM | Model size = 1.399 MB
07/10 05:09:27 PM | Epoch 0 LR 0.05
07/10 05:09:29 PM | Train: [  1/600] Step 000/071 Loss: 0.968 Recall: 0.639 FA: 38 F1: 0.664062
07/10 05:09:29 PM | [85 38 48 85]
07/10 05:09:49 PM | Train: [  1/600] Step 050/071 Loss: 0.582 Recall: 0.889 FA: 14 F1: 0.888889
07/10 05:09:49 PM | [116  14  14 112]
07/10 05:09:57 PM | Train: [  1/600] Step 071/071 Loss: 0.534 Recall: 0.818 FA: 7 F1: 0.765957
07/10 05:09:57 PM | [20  7  4 18]
07/10 05:09:57 PM | Train: [  1/600] Final Recall 84.9735% FA 1540 F1: 84.1473%
07/10 05:09:57 PM | [7621 1540 1362 7702]
07/10 05:09:58 PM | Valid: [  1/600] Step 000/061 Loss: 0.852 Recall: 1.000 FA: 52 F1: 0.257143
07/10 05:09:58 PM | [195  52   0   9]
07/10 05:10:03 PM | Valid: [  1/600] Final Recall 86.8085% FA 1462 F1: 34.8718%
07/10 05:10:03 PM | [5498 1462   62  408]
07/10 05:10:03 PM | Valid: Time Spent: 5.338454s
07/10 05:10:03 PM | [0.3487179487179487]
07/10 05:10:14 PM | Model size = 1.518 MB
07/10 05:10:14 PM | Epoch 0 LR 0.05
07/10 05:10:15 PM | Train: [  1/600] Step 000/071 Loss: 1.004 Recall: 0.767 FA: 94 F1: 0.614907
07/10 05:10:15 PM | [33 94 30 99]
07/10 05:10:36 PM | Train: [  1/600] Step 050/071 Loss: 0.524 Recall: 0.846 FA: 10 F1: 0.880000
07/10 05:10:36 PM | [116  10  20 110]
07/10 05:10:45 PM | Train: [  1/600] Step 071/071 Loss: 0.483 Recall: 0.895 FA: 6 F1: 0.809524
07/10 05:10:45 PM | [24  6  2 17]
07/10 05:10:45 PM | Train: [  1/600] Final Recall 86.1381% FA 1438 F1: 85.2869%
07/10 05:10:45 PM | [7719 1438 1257 7811]
07/10 05:10:45 PM | Valid: [  1/600] Step 000/061 Loss: 1.072 Recall: 1.000 FA: 87 F1: 0.292683
07/10 05:10:45 PM | [151  87   0  18]
07/10 05:10:50 PM | Valid: [  1/600] Final Recall 99.5868% FA 2634 F1: 26.7778%
07/10 05:10:50 PM | [4562 2634    2  482]
07/10 05:10:50 PM | Valid: Time Spent: 4.782209s
07/10 05:10:50 PM | [0.2677777777777778]
07/10 05:11:14 PM | Model size = 1.326 MB
07/10 05:11:14 PM | Epoch 0 LR 0.05
07/10 05:11:16 PM | Train: [  1/600] Step 000/071 Loss: 0.969 Recall: 0.703 FA: 88 F1: 0.588235
07/10 05:11:16 PM | [40 88 38 90]
07/10 05:11:31 PM | Train: [  1/600] Step 050/071 Loss: 0.604 Recall: 0.872 FA: 30 F1: 0.831541
07/10 05:11:31 PM | [ 93  30  17 116]
07/10 05:11:38 PM | Train: [  1/600] Step 071/071 Loss: 0.559 Recall: 0.882 FA: 9 F1: 0.731707
07/10 05:11:38 PM | [23  9  2 15]
07/10 05:11:38 PM | Train: [  1/600] Final Recall 83.5841% FA 1755 F1: 82.3497%
07/10 05:11:38 PM | [7430 1755 1484 7556]
07/10 05:11:38 PM | Valid: [  1/600] Step 000/061 Loss: 0.378 Recall: 0.357 FA: 23 F1: 0.238095
07/10 05:11:38 PM | [219  23   9   5]
07/10 05:11:43 PM | Valid: [  1/600] Final Recall 56.8710% FA 564 F1: 41.1945%
07/10 05:11:43 PM | [6393  564  204  269]
07/10 05:11:43 PM | Valid: Time Spent: 5.155349s
07/10 05:11:43 PM | [0.41194486983154666]
07/10 05:11:55 PM | Model size = 1.310 MB
07/10 05:11:55 PM | Epoch 0 LR 0.05
07/10 05:11:56 PM | Train: [  1/600] Step 000/071 Loss: 0.997 Recall: 0.471 FA: 91 F1: 0.423792
07/10 05:11:56 PM | [44 91 64 57]
07/10 05:12:14 PM | Train: [  1/600] Step 050/071 Loss: 0.576 Recall: 0.851 FA: 5 F1: 0.899563
07/10 05:12:14 PM | [130   5  18 103]
07/10 05:12:21 PM | Train: [  1/600] Step 071/071 Loss: 0.537 Recall: 0.792 FA: 3 F1: 0.826087
07/10 05:12:21 PM | [22  3  5 19]
07/10 05:12:21 PM | Train: [  1/600] Final Recall 84.4976% FA 1595 F1: 83.6879%
07/10 05:12:21 PM | [7483 1595 1418 7729]
07/10 05:12:21 PM | Valid: [  1/600] Step 000/061 Loss: 0.884 Recall: 1.000 FA: 70 F1: 0.375000
07/10 05:12:21 PM | [165  70   0  21]
07/10 05:12:25 PM | Valid: [  1/600] Final Recall 93.6864% FA 2203 F1: 29.1693%
07/10 05:12:25 PM | [4986 2203   31  460]
07/10 05:12:25 PM | Valid: Time Spent: 3.809303s
07/10 05:12:25 PM | [0.29169308814204187]
07/10 05:12:39 PM | Model size = 1.381 MB
07/10 05:12:39 PM | Epoch 0 LR 0.05
07/10 05:12:41 PM | Train: [  1/600] Step 000/071 Loss: 1.021 Recall: 0.394 FA: 54 F1: 0.444444
07/10 05:12:41 PM | [60 54 86 56]
07/10 05:13:00 PM | Train: [  1/600] Step 050/071 Loss: 0.583 Recall: 0.983 FA: 17 F1: 0.924901
07/10 05:13:00 PM | [120  17   2 117]
07/10 05:13:08 PM | Train: [  1/600] Step 071/071 Loss: 0.537 Recall: 0.893 FA: 3 F1: 0.892857
07/10 05:13:08 PM | [18  3  3 25]
07/10 05:13:08 PM | Train: [  1/600] Final Recall 84.8947% FA 1660 F1: 83.5971%
07/10 05:13:08 PM | [7449 1660 1377 7739]
07/10 05:13:08 PM | Valid: [  1/600] Step 000/061 Loss: 0.259 Recall: 0.095 FA: 1 F1: 0.166667
07/10 05:13:08 PM | [234   1  19   2]
07/10 05:13:13 PM | Valid: [  1/600] Final Recall 7.4310% FA 59 F1: 12.3894%
07/10 05:13:13 PM | [6900   59  436   35]
07/10 05:13:13 PM | Valid: Time Spent: 5.148983s
07/10 05:13:13 PM | [0.12389380530973451]
07/10 05:13:27 PM | Model size = 1.488 MB
07/10 05:13:27 PM | Epoch 0 LR 0.05
07/10 05:13:28 PM | Train: [  1/600] Step 000/071 Loss: 0.999 Recall: 0.615 FA: 72 F1: 0.572414
07/10 05:13:28 PM | [49 72 52 83]
07/10 05:13:50 PM | Train: [  1/600] Step 050/071 Loss: 0.622 Recall: 0.912 FA: 23 F1: 0.870229
07/10 05:13:50 PM | [108  23  11 114]
07/10 05:13:58 PM | Train: [  1/600] Step 071/071 Loss: 0.571 Recall: 0.947 FA: 7 F1: 0.818182
07/10 05:13:58 PM | [23  7  1 18]
07/10 05:13:59 PM | Train: [  1/600] Final Recall 84.0776% FA 1714 F1: 82.8068%
07/10 05:13:59 PM | [7486 1714 1437 7588]
07/10 05:13:59 PM | Valid: [  1/600] Step 000/061 Loss: 0.245 Recall: 0.391 FA: 6 F1: 0.473684
07/10 05:13:59 PM | [227   6  14   9]
07/10 05:14:04 PM | Valid: [  1/600] Final Recall 31.5353% FA 244 F1: 34.6241%
07/10 05:14:04 PM | [6954  244  330  152]
07/10 05:14:04 PM | Valid: Time Spent: 4.951460s
07/10 05:14:04 PM | [0.3462414578587699]
07/10 05:14:23 PM | Model size = 1.445 MB
07/10 05:14:23 PM | Epoch 0 LR 0.05
07/10 05:14:25 PM | Train: [  1/600] Step 000/071 Loss: 1.038 Recall: 0.551 FA: 90 F1: 0.487805
07/10 05:14:25 PM | [39 90 57 70]
07/10 05:14:48 PM | Train: [  1/600] Step 050/071 Loss: 0.603 Recall: 0.836 FA: 19 F1: 0.839506
07/10 05:14:48 PM | [115  19  20 102]
07/10 05:14:57 PM | Train: [  1/600] Step 071/071 Loss: 0.552 Recall: 0.864 FA: 2 F1: 0.883721
07/10 05:14:57 PM | [25  2  3 19]
07/10 05:14:57 PM | Train: [  1/600] Final Recall 83.5426% FA 1630 F1: 82.9853%
07/10 05:14:57 PM | [7438 1630 1507 7650]
07/10 05:14:58 PM | Valid: [  1/600] Step 000/061 Loss: 0.191 Recall: 0.462 FA: 16 F1: 0.342857
07/10 05:14:58 PM | [227  16   7   6]
07/10 05:15:03 PM | Valid: [  1/600] Final Recall 47.2000% FA 475 F1: 38.9761%
07/10 05:15:03 PM | [6455  475  264  236]
07/10 05:15:03 PM | Valid: Time Spent: 5.788757s
07/10 05:15:03 PM | [0.3897605284888522]
07/10 05:15:15 PM | Model size = 1.778 MB
07/10 05:15:15 PM | Epoch 0 LR 0.05
07/10 05:15:17 PM | Train: [  1/600] Step 000/071 Loss: 1.030 Recall: 0.382 FA: 83 F1: 0.378788
07/10 05:15:17 PM | [42 83 81 50]
07/10 05:15:41 PM | Train: [  1/600] Step 050/071 Loss: 0.557 Recall: 0.779 FA: 14 F1: 0.825911
07/10 05:15:41 PM | [111  14  29 102]
07/10 05:15:51 PM | Train: [  1/600] Step 071/071 Loss: 0.522 Recall: 0.926 FA: 1 F1: 0.943396
07/10 05:15:51 PM | [21  1  2 25]
07/10 05:15:51 PM | Train: [  1/600] Final Recall 84.8299% FA 1604 F1: 83.8087%
07/10 05:15:51 PM | [7511 1604 1382 7728]
07/10 05:15:51 PM | Valid: [  1/600] Step 000/061 Loss: 0.205 Recall: 0.231 FA: 13 F1: 0.206897
07/10 05:15:51 PM | [230  13  10   3]
07/10 05:15:56 PM | Valid: [  1/600] Final Recall 36.4583% FA 316 F1: 36.0453%
07/10 05:15:56 PM | [6884  316  305  175]
07/10 05:15:56 PM | Valid: Time Spent: 5.281462s
07/10 05:15:56 PM | [0.36045314109165805]
07/10 05:16:08 PM | Model size = 1.323 MB
07/10 05:16:08 PM | Epoch 0 LR 0.05
07/10 05:16:10 PM | Train: [  1/600] Step 000/071 Loss: 0.963 Recall: 0.640 FA: 75 F1: 0.583893
07/10 05:16:10 PM | [45 75 49 87]
07/10 05:16:28 PM | Train: [  1/600] Step 050/071 Loss: 0.653 Recall: 0.767 FA: 4 F1: 0.853556
07/10 05:16:28 PM | [119   4  31 102]
07/10 05:16:34 PM | Train: [  1/600] Step 071/071 Loss: 0.584 Recall: 0.826 FA: 6 F1: 0.791667
07/10 05:16:34 PM | [20  6  4 19]
07/10 05:16:35 PM | Train: [  1/600] Final Recall 83.9587% FA 1774 F1: 82.7049%
07/10 05:16:35 PM | [7150 1774 1492 7809]
07/10 05:16:35 PM | Valid: [  1/600] Step 000/061 Loss: 0.658 Recall: 1.000 FA: 52 F1: 0.395349
07/10 05:16:35 PM | [187  52   0  17]
07/10 05:16:39 PM | Valid: [  1/600] Final Recall 94.6281% FA 1866 F1: 32.6211%
07/10 05:16:39 PM | [5080 1866   26  458]
07/10 05:16:39 PM | Valid: Time Spent: 4.923018s
07/10 05:16:39 PM | [0.3262108262108262]
07/10 05:17:04 PM | Model size = 1.347 MB
07/10 05:17:04 PM | Epoch 0 LR 0.05
07/10 05:17:06 PM | Train: [  1/600] Step 000/071 Loss: 1.038 Recall: 0.395 FA: 74 F1: 0.401575
07/10 05:17:06 PM | [53 74 78 51]
07/10 05:17:24 PM | Train: [  1/600] Step 050/071 Loss: 0.593 Recall: 0.906 FA: 22 F1: 0.871212
07/10 05:17:24 PM | [107  22  12 115]
07/10 05:17:31 PM | Train: [  1/600] Step 071/071 Loss: 0.540 Recall: 0.923 FA: 1 F1: 0.941176
07/10 05:17:31 PM | [22  1  2 24]
07/10 05:17:31 PM | Train: [  1/600] Final Recall 84.0699% FA 1641 F1: 83.2831%
07/10 05:17:31 PM | [7375 1641 1467 7742]
07/10 05:17:31 PM | Valid: [  1/600] Step 000/061 Loss: 0.210 Recall: 0.333 FA: 10 F1: 0.333333
07/10 05:17:31 PM | [231  10  10   5]
07/10 05:17:35 PM | Valid: [  1/600] Final Recall 47.2917% FA 409 F1: 40.6810%
07/10 05:17:35 PM | [6791  409  253  227]
07/10 05:17:35 PM | Valid: Time Spent: 3.935700s
07/10 05:17:35 PM | [0.4068100358422939]
07/10 05:17:47 PM | Model size = 1.280 MB
07/10 05:17:47 PM | Epoch 0 LR 0.05
07/10 05:17:49 PM | Train: [  1/600] Step 000/071 Loss: 0.989 Recall: 0.607 FA: 79 F1: 0.538182
07/10 05:17:49 PM | [55 79 48 74]
07/10 05:18:07 PM | Train: [  1/600] Step 050/071 Loss: 0.589 Recall: 0.820 FA: 14 F1: 0.847458
07/10 05:18:07 PM | [120  14  22 100]
