07/10 01:03:24 PM | 
07/10 01:35:32 PM | Train: [  1/600] Step 071/071 Loss: 0.478 Recall: 0.958 FA: 1 F1: 0.958333
07/10 01:35:32 PM | [24  1  1 23]
07/10 01:35:32 PM | Train: [  1/600] Final Recall 85.4851% FA 1381 F1: 85.1601%
07/10 01:35:32 PM | [7805 1381 1312 7727]
07/10 01:35:32 PM | Valid: [  1/600] Step 000/061 Loss: 2.591 Recall: 0.812 FA: 79 F1: 0.240741
07/10 01:35:32 PM | [161  79   3  13]
07/10 01:35:37 PM | Valid: [  1/600] Final Recall 84.6154% FA 2411 F1: 24.6741%
07/10 01:35:37 PM | [4538 2411   74  407]
07/10 01:35:37 PM | Valid: Time Spent: 5.323874s
07/10 01:35:37 PM | [0.24674143679903002]
07/10 01:35:44 PM | Model size = 1.397 MB
07/10 01:35:44 PM | Epoch 0 LR 0.05
07/10 01:35:45 PM | Train: [  1/600] Step 000/071 Loss: 1.152 Recall: 0.339 FA: 108 F1: 0.303704
07/10 01:35:45 PM | [ 27 108  80  41]
07/10 01:36:02 PM | Train: [  1/600] Step 050/071 Loss: 0.510 Recall: 0.956 FA: 25 F1: 0.878049
07/10 01:36:02 PM | [118  25   5 108]
07/10 01:36:08 PM | Train: [  1/600] Step 071/071 Loss: 0.481 Recall: 0.966 FA: 0 F1: 0.982456
07/10 01:36:08 PM | [20  0  1 28]
07/10 01:36:08 PM | Train: [  1/600] Final Recall 84.7762% FA 1424 F1: 84.5901%
07/10 01:36:08 PM | [7710 1424 1384 7707]
07/10 01:36:08 PM | Valid: [  1/600] Step 000/061 Loss: 1.036 Recall: 1.000 FA: 75 F1: 0.324324
07/10 01:36:08 PM | [163  75   0  18]
07/10 01:36:12 PM | Valid: [  1/600] Final Recall 97.9381% FA 2015 F1: 31.9328%
07/10 01:36:12 PM | [5180 2015   10  475]
07/10 01:36:12 PM | Valid: Time Spent: 3.601511s
07/10 01:36:12 PM | [0.319327731092437]
07/10 01:36:18 PM | Model size = 1.227 MB
07/10 01:36:18 PM | Epoch 0 LR 0.05
07/10 01:36:20 PM | Train: [  1/600] Step 000/071 Loss: 1.005 Recall: 0.508 FA: 47 F1: 0.541667
07/10 01:36:20 PM | [81 47 63 65]
07/10 01:36:36 PM | Train: [  1/600] Step 050/071 Loss: 0.558 Recall: 0.864 FA: 13 F1: 0.880309
07/10 01:36:36 PM | [111  13  18 114]
07/10 01:36:43 PM | Train: [  1/600] Step 071/071 Loss: 0.511 Recall: 0.897 FA: 2 F1: 0.912281
07/10 01:36:43 PM | [18  2  3 26]
07/10 01:36:43 PM | Train: [  1/600] Final Recall 85.2154% FA 1460 F1: 84.6651%
07/10 01:36:43 PM | [7688 1460 1342 7735]
07/10 01:36:43 PM | Valid: [  1/600] Step 000/061 Loss: 0.352 Recall: 0.714 FA: 24 F1: 0.416667
07/10 01:36:43 PM | [218  24   4  10]
07/10 01:36:48 PM | Valid: [  1/600] Final Recall 77.5281% FA 900 F1: 40.8284%
07/10 01:36:48 PM | [6085  900  100  345]
07/10 01:36:48 PM | Valid: Time Spent: 4.964809s
07/10 01:36:48 PM | [0.40828402366863903]
07/10 01:36:55 PM | Model size = 1.338 MB
07/10 01:36:55 PM | Epoch 0 LR 0.05
07/10 01:36:56 PM | Train: [  1/600] Step 000/071 Loss: 1.006 Recall: 0.740 FA: 79 F1: 0.631922
07/10 01:36:56 PM | [46 79 34 97]
07/10 01:37:15 PM | Train: [  1/600] Step 050/071 Loss: 0.554 Recall: 0.853 FA: 13 F1: 0.875472
07/10 01:37:15 PM | [107  13  20 116]
07/10 01:37:22 PM | Train: [  1/600] Step 071/071 Loss: 0.519 Recall: 0.958 FA: 3 F1: 0.920000
07/10 01:37:22 PM | [22  3  1 23]
07/10 01:37:22 PM | Train: [  1/600] Final Recall 84.5237% FA 1549 F1: 83.7769%
07/10 01:37:22 PM | [7701 1549 1389 7586]
07/10 01:37:23 PM | Valid: [  1/600] Step 000/061 Loss: 0.550 Recall: 0.636 FA: 51 F1: 0.321839
07/10 01:37:23 PM | [183  51   8  14]
07/10 01:37:28 PM | Valid: [  1/600] Final Recall 76.8173% FA 1226 F1: 36.7827%
07/10 01:37:28 PM | [5945 1226  118  391]
07/10 01:37:28 PM | Valid: Time Spent: 5.506714s
07/10 01:37:28 PM | [0.36782690498588894]
07/10 01:37:41 PM | Model size = 1.329 MB
07/10 01:37:41 PM | Epoch 0 LR 0.05
07/10 01:37:43 PM | Train: [  1/600] Step 000/071 Loss: 1.046 Recall: 0.406 FA: 67 F1: 0.425197
07/10 01:37:43 PM | [56 67 79 54]
07/10 01:38:02 PM | Train: [  1/600] Step 050/071 Loss: 0.603 Recall: 0.872 FA: 13 F1: 0.882591
07/10 01:38:02 PM | [118  13  16 109]
07/10 01:38:10 PM | Train: [  1/600] Step 071/071 Loss: 0.548 Recall: 0.840 FA: 2 F1: 0.875000
07/10 01:38:10 PM | [22  2  4 21]
07/10 01:38:11 PM | Train: [  1/600] Final Recall 83.9544% FA 1578 F1: 83.4332%
07/10 01:38:11 PM | [7523 1578 1464 7660]
07/10 01:38:11 PM | Valid: [  1/600] Step 000/061 Loss: 0.939 Recall: 0.625 FA: 39 F1: 0.307692
07/10 01:38:11 PM | [201  39   6  10]
07/10 01:38:16 PM | Valid: [  1/600] Final Recall 63.3540% FA 1174 F1: 31.1768%
07/10 01:38:16 PM | [5773 1174  177  306]
07/10 01:38:16 PM | Valid: Time Spent: 5.090734s
07/10 01:38:16 PM | [0.3117677024961793]
07/10 01:38:22 PM | Model size = 1.352 MB
07/10 01:38:22 PM | Epoch 0 LR 0.05
07/10 01:38:24 PM | Train: [  1/600] Step 000/071 Loss: 1.117 Recall: 0.377 FA: 89 F1: 0.372760
07/10 01:38:24 PM | [29 89 86 52]
07/10 01:38:40 PM | Train: [  1/600] Step 050/071 Loss: 0.578 Recall: 0.875 FA: 16 F1: 0.875000
07/10 01:38:40 PM | [112  16  16 112]
07/10 01:38:46 PM | Train: [  1/600] Step 071/071 Loss: 0.526 Recall: 0.769 FA: 3 F1: 0.816327
07/10 01:38:46 PM | [20  3  6 20]
07/10 01:38:47 PM | Train: [  1/600] Final Recall 84.4442% FA 1589 F1: 83.7352%
07/10 01:38:47 PM | [7424 1589 1433 7779]
07/10 01:38:47 PM | Valid: [  1/600] Step 000/061 Loss: 0.373 Recall: 0.625 FA: 28 F1: 0.243902
07/10 01:38:47 PM | [220  28   3   5]
07/10 01:38:50 PM | Valid: [  1/600] Final Recall 73.8337% FA 933 F1: 40.6704%
07/10 01:38:50 PM | [6254  933  129  364]
07/10 01:38:50 PM | Valid: Time Spent: 3.632012s
07/10 01:38:50 PM | [0.40670391061452515]
07/10 01:38:56 PM | Model size = 1.453 MB
07/10 01:38:56 PM | Epoch 0 LR 0.05
07/10 01:38:57 PM | Train: [  1/600] Step 000/071 Loss: 0.992 Recall: 0.500 FA: 49 F1: 0.520179
07/10 01:38:57 PM | [91 49 58 58]
07/10 01:39:17 PM | Train: [  1/600] Step 050/071 Loss: 0.522 Recall: 0.878 FA: 19 F1: 0.867925
07/10 01:39:17 PM | [106  19  16 115]
07/10 01:39:25 PM | Train: [  1/600] Step 071/071 Loss: 0.486 Recall: 0.905 FA: 3 F1: 0.883721
07/10 01:39:25 PM | [25  3  2 19]
07/10 01:39:25 PM | Train: [  1/600] Final Recall 86.4907% FA 1465 F1: 85.3499%
07/10 01:39:25 PM | [7707 1465 1223 7830]
07/10 01:39:25 PM | Valid: [  1/600] Step 000/061 Loss: 0.284 Recall: 0.714 FA: 32 F1: 0.441176
07/10 01:39:25 PM | [203  32   6  15]
07/10 01:39:31 PM | Valid: [  1/600] Final Recall 70.1794% FA 930 F1: 37.0634%
07/10 01:39:31 PM | [6054  930  133  313]
07/10 01:39:31 PM | Valid: Time Spent: 5.949184s
07/10 01:39:31 PM | [0.3706335109532268]
07/10 01:39:37 PM | Model size = 1.578 MB
07/10 01:39:37 PM | Epoch 0 LR 0.05
07/10 01:39:39 PM | Train: [  1/600] Step 000/071 Loss: 1.090 Recall: 0.456 FA: 100 F1: 0.404255
07/10 01:39:39 PM | [ 31 100  68  57]
07/10 01:40:01 PM | Train: [  1/600] Step 050/071 Loss: 0.575 Recall: 0.880 FA: 11 F1: 0.891775
07/10 01:40:01 PM | [128  11  14 103]
07/10 01:40:09 PM | Train: [  1/600] Step 071/071 Loss: 0.524 Recall: 0.870 FA: 2 F1: 0.888889
07/10 01:40:09 PM | [24  2  3 20]
07/10 01:40:09 PM | Train: [  1/600] Final Recall 84.2486% FA 1584 F1: 83.5753%
07/10 01:40:09 PM | [7518 1584 1437 7686]
07/10 01:40:09 PM | Valid: [  1/600] Step 000/061 Loss: 0.294 Recall: 0.800 FA: 26 F1: 0.452830
07/10 01:40:09 PM | [215  26   3  12]
07/10 01:40:15 PM | Valid: [  1/600] Final Recall 67.8363% FA 769 F1: 42.6994%
07/10 01:40:15 PM | [6398  769  165  348]
07/10 01:40:15 PM | Valid: Time Spent: 5.571167s
07/10 01:40:15 PM | [0.4269938650306748]
07/10 01:40:21 PM | Model size = 1.374 MB
07/10 01:40:21 PM | Epoch 0 LR 0.05
07/10 01:40:23 PM | Train: [  1/600] Step 000/071 Loss: 1.012 Recall: 0.441 FA: 67 F1: 0.438819
07/10 01:40:23 PM | [71 67 66 52]
07/10 01:40:40 PM | Train: [  1/600] Step 050/071 Loss: 0.585 Recall: 0.904 FA: 17 F1: 0.886275
07/10 01:40:40 PM | [114  17  12 113]
07/10 01:40:48 PM | Train: [  1/600] Step 071/071 Loss: 0.528 Recall: 0.846 FA: 2 F1: 0.880000
07/10 01:40:48 PM | [21  2  4 22]
07/10 01:40:48 PM | Train: [  1/600] Final Recall 84.8255% FA 1623 F1: 83.6964%
07/10 01:40:48 PM | [7521 1623 1378 7703]
07/10 01:40:48 PM | Valid: [  1/600] Step 000/061 Loss: 0.972 Recall: 0.941 FA: 113 F1: 0.219178
07/10 01:40:48 PM | [126 113   1  16]
07/10 01:40:53 PM | Valid: [  1/600] Final Recall 94.0000% FA 3217 F1: 22.4504%
07/10 01:40:53 PM | [3713 3217   30  470]
07/10 01:40:53 PM | Valid: Time Spent: 5.192038s
07/10 01:40:53 PM | [0.22450441843802246]
07/10 01:41:04 PM | Model size = 1.509 MB
07/10 01:41:04 PM | Epoch 0 LR 0.05
07/10 01:41:06 PM | Train: [  1/600] Step 000/071 Loss: 1.063 Recall: 0.300 FA: 59 F1: 0.342105
07/10 01:41:06 PM | [67 59 91 39]
07/10 01:41:27 PM | Train: [  1/600] Step 050/071 Loss: 0.591 Recall: 0.892 FA: 14 F1: 0.892308
07/10 01:41:27 PM | [112  14  14 116]
07/10 01:41:35 PM | Train: [  1/600] Step 071/071 Loss: 0.539 Recall: 0.913 FA: 3 F1: 0.893617
07/10 01:41:35 PM | [23  3  2 21]
07/10 01:41:35 PM | Train: [  1/600] Final Recall 83.4243% FA 1644 F1: 82.8592%
07/10 01:41:35 PM | [7417 1644 1519 7645]
07/10 01:41:35 PM | Valid: [  1/600] Step 000/061 Loss: 0.739 Recall: 0.556 FA: 33 F1: 0.327869
07/10 01:41:35 PM | [205  33   8  10]
07/10 01:41:40 PM | Valid: [  1/600] Final Recall 75.3535% FA 1024 F1: 39.4292%
07/10 01:41:40 PM | [6161 1024  122  373]
07/10 01:41:40 PM | Valid: Time Spent: 4.412168s
07/10 01:41:40 PM | [0.394291754756871]
07/10 01:41:45 PM | Model size = 1.410 MB
07/10 01:41:45 PM | Epoch 0 LR 0.05
07/10 01:41:46 PM | Train: [  1/600] Step 000/071 Loss: 1.004 Recall: 0.496 FA: 74 F1: 0.481481
07/10 01:41:46 PM | [51 74 66 65]
07/10 01:42:05 PM | Train: [  1/600] Step 050/071 Loss: 0.537 Recall: 0.827 FA: 15 F1: 0.850202
07/10 01:42:05 PM | [114  15  22 105]
07/10 01:42:13 PM | Train: [  1/600] Step 071/071 Loss: 0.489 Recall: 0.885 FA: 3 F1: 0.884615
07/10 01:42:13 PM | [20  3  3 23]
07/10 01:42:13 PM | Train: [  1/600] Final Recall 85.5845% FA 1476 F1: 84.8462%
07/10 01:42:13 PM | [7613 1476 1317 7819]
07/10 01:42:14 PM | Valid: [  1/600] Step 000/061 Loss: 1.491 Recall: 0.895 FA: 105 F1: 0.241135
07/10 01:42:14 PM | [132 105   2  17]
07/10 01:42:19 PM | Valid: [  1/600] Final Recall 95.1965% FA 2723 F1: 24.1084%
07/10 01:42:19 PM | [4249 2723   22  436]
07/10 01:42:19 PM | Valid: Time Spent: 5.789999s
07/10 01:42:19 PM | [0.24108377108100632]
07/10 01:42:25 PM | Model size = 1.569 MB
07/10 01:42:25 PM | Epoch 0 LR 0.05
07/10 01:42:26 PM | Train: [  1/600] Step 000/071 Loss: 0.966 Recall: 0.558 FA: 44 F1: 0.580087
07/10 01:42:26 PM | [92 44 53 67]
07/10 01:42:49 PM | Train: [  1/600] Step 050/071 Loss: 0.556 Recall: 0.815 FA: 8 F1: 0.872340
07/10 01:42:49 PM | [ 97   8  28 123]
07/10 01:42:58 PM | Train: [  1/600] Step 071/071 Loss: 0.513 Recall: 0.826 FA: 2 F1: 0.863636
07/10 01:42:58 PM | [24  2  4 19]
07/10 01:42:58 PM | Train: [  1/600] Final Recall 86.5851% FA 1718 F1: 84.2585%
07/10 01:42:58 PM | [7435 1718 1217 7855]
07/10 01:42:58 PM | Valid: [  1/600] Step 000/061 Loss: 0.693 Recall: 0.824 FA: 64 F1: 0.294737
07/10 01:42:58 PM | [175  64   3  14]
07/10 01:43:03 PM | Valid: [  1/600] Final Recall 88.5947% FA 1670 F1: 33.5131%
07/10 01:43:03 PM | [5519 1670   56  435]
07/10 01:43:03 PM | Valid: Time Spent: 4.826287s
07/10 01:43:03 PM | [0.33513097072419107]
07/10 01:43:09 PM | Model size = 1.280 MB
07/10 01:43:09 PM | Epoch 0 LR 0.05
07/10 01:43:11 PM | Train: [  1/600] Step 000/071 Loss: 1.076 Recall: 0.531 FA: 82 F1: 0.491103
07/10 01:43:11 PM | [44 82 61 69]
07/10 01:43:28 PM | Train: [  1/600] Step 050/071 Loss: 0.609 Recall: 0.894 FA: 14 F1: 0.890688
07/10 01:43:28 PM | [119  14  13 110]
07/10 01:43:35 PM | Train: [  1/600] Step 071/071 Loss: 0.565 Recall: 0.958 FA: 2 F1: 0.938776
07/10 01:43:35 PM | [23  2  1 23]
07/10 01:43:35 PM | Train: [  1/600] Final Recall 83.3151% FA 1514 F1: 83.3471%
07/10 01:43:35 PM | [7595 1514 1521 7595]
07/10 01:43:35 PM | Valid: [  1/600] Step 000/061 Loss: 0.615 Recall: 0.600 FA: 24 F1: 0.300000
07/10 01:43:35 PM | [222  24   4   6]
07/10 01:43:40 PM | Valid: [  1/600] Final Recall 65.5462% FA 698 F1: 41.9919%
07/10 01:43:40 PM | [6256  698  164  312]
07/10 01:43:40 PM | Valid: Time Spent: 4.915383s
07/10 01:43:40 PM | [0.41991924629878874]
07/10 01:43:43 PM | Model size = 1.114 MB
07/10 01:43:43 PM | Epoch 0 LR 0.05
07/10 01:43:44 PM | Train: [  1/600] Step 000/071 Loss: 1.238 Recall: 0.315 FA: 60 F1: 0.352423
07/10 01:43:44 PM | [69 60 87 40]
07/10 01:43:58 PM | Train: [  1/600] Step 050/071 Loss: 0.699 Recall: 0.931 FA: 15 F1: 0.895238
07/10 01:43:58 PM | [140  15   7  94]
07/10 01:44:04 PM | Train: [  1/600] Step 071/071 Loss: 0.629 Recall: 1.000 FA: 2 F1: 0.950000
07/10 01:44:04 PM | [28  2  0 19]
07/10 01:44:04 PM | Train: [  1/600] Final Recall 82.9056% FA 1585 F1: 82.7552%
07/10 01:44:04 PM | [7561 1585 1552 7527]
07/10 01:44:04 PM | Valid: [  1/600] Step 000/061 Loss: 0.427 Recall: 0.538 FA: 45 F1: 0.215385
07/10 01:44:04 PM | [198  45   6   7]
07/10 01:44:08 PM | Valid: [  1/600] Final Recall 64.3443% FA 1177 F1: 31.7332%
07/10 01:44:08 PM | [6015 1177  174  314]
07/10 01:44:08 PM | Valid: Time Spent: 3.952621s
07/10 01:44:08 PM | [0.3173319858514401]
07/10 01:44:14 PM | Model size = 1.228 MB
07/10 01:44:14 PM | Epoch 0 LR 0.05
07/10 01:44:15 PM | Train: [  1/600] Step 000/071 Loss: 1.030 Recall: 0.411 FA: 52 F1: 0.449339
07/10 01:44:15 PM | [80 52 73 51]
07/10 01:44:33 PM | Train: [  1/600] Step 050/071 Loss: 0.524 Recall: 0.984 FA: 27 F1: 0.896797
07/10 01:44:33 PM | [101  27   2 126]
07/10 01:44:39 PM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 0.950 FA: 5 F1: 0.863636
07/10 01:44:39 PM | [24  5  1 19]
07/10 01:44:39 PM | Train: [  1/600] Final Recall 85.4051% FA 1399 F1: 85.1412%
07/10 01:44:39 PM | [7631 1399 1342 7853]
07/10 01:44:39 PM | Valid: [  1/600] Step 000/061 Loss: 0.370 Recall: 0.833 FA: 14 F1: 0.638298
07/10 01:44:39 PM | [224  14   3  15]
07/10 01:44:44 PM | Valid: [  1/600] Final Recall 67.5052% FA 636 F1: 44.8780%
07/10 01:44:44 PM | [6317  636  155  322]
07/10 01:44:44 PM | Valid: Time Spent: 4.861759s
07/10 01:44:44 PM | [0.44878048780487806]
07/10 01:44:48 PM | Model size = 1.431 MB
07/10 01:44:48 PM | Epoch 0 LR 0.05
07/10 01:44:49 PM | Train: [  1/600] Step 000/071 Loss: 1.102 Recall: 0.457 FA: 100 F1: 0.394052
07/10 01:44:49 PM | [ 40 100  63  53]
07/10 01:45:09 PM | Train: [  1/600] Step 050/071 Loss: 0.597 Recall: 0.837 FA: 16 F1: 0.853755
07/10 01:45:09 PM | [111  16  21 108]
07/10 01:45:16 PM | Train: [  1/600] Step 071/071 Loss: 0.545 Recall: 0.952 FA: 5 F1: 0.869565
07/10 01:45:16 PM | [23  5  1 20]
07/10 01:45:17 PM | Train: [  1/600] Final Recall 84.5290% FA 1578 F1: 83.7366%
07/10 01:45:17 PM | [7559 1578 1406 7682]
07/10 01:45:17 PM | Valid: [  1/600] Step 000/061 Loss: 0.239 Recall: 0.316 FA: 15 F1: 0.300000
07/10 01:45:17 PM | [222  15  13   6]
07/10 01:45:21 PM | Valid: [  1/600] Final Recall 49.2958% FA 587 F1: 36.8698%
07/10 01:45:21 PM | [6596  587  252  245]
07/10 01:45:21 PM | Valid: Time Spent: 4.703112s
07/10 01:45:21 PM | [0.3686982693754703]
07/10 01:45:29 PM | Model size = 1.268 MB
07/10 01:45:29 PM | Epoch 0 LR 0.05
07/10 01:45:31 PM | Train: [  1/600] Step 000/071 Loss: 0.988 Recall: 0.616 FA: 37 F1: 0.653846
07/10 01:45:31 PM | [81 37 53 85]
07/10 01:45:47 PM | Train: [  1/600] Step 050/071 Loss: 0.670 Recall: 0.885 FA: 22 F1: 0.861423
07/10 01:45:47 PM | [104  22  15 115]
07/10 01:45:54 PM | Train: [  1/600] Step 071/071 Loss: 0.606 Recall: 1.000 FA: 12 F1: 0.793103
07/10 01:45:54 PM | [14 12  0 23]
07/10 01:45:54 PM | Train: [  1/600] Final Recall 83.0070% FA 1596 F1: 82.7749%
07/10 01:45:54 PM | [7537 1596 1545 7547]
07/10 01:45:54 PM | Valid: [  1/600] Step 000/061 Loss: 0.908 Recall: 0.895 FA: 82 F1: 0.288136
07/10 01:45:54 PM | [155  82   2  17]
07/10 01:45:57 PM | Valid: [  1/600] Final Recall 91.7895% FA 1996 F1: 29.9966%
07/10 01:45:57 PM | [4959 1996   39  436]
07/10 01:45:57 PM | Valid: Time Spent: 3.561984s
07/10 01:45:57 PM | [0.29996560027519775]
07/10 01:46:04 PM | Model size = 1.514 MB
07/10 01:46:04 PM | Epoch 0 LR 0.05
07/10 01:46:05 PM | Train: [  1/600] Step 000/071 Loss: 0.956 Recall: 0.669 FA: 38 F1: 0.686792
07/10 01:46:05 PM | [82 38 45 91]
07/10 01:46:24 PM | Train: [  1/600] Step 050/071 Loss: 0.539 Recall: 0.914 FA: 28 F1: 0.848000
07/10 01:46:24 PM | [112  28  10 106]
07/10 01:46:32 PM | Train: [  1/600] Step 071/071 Loss: 0.495 Recall: 1.000 FA: 5 F1: 0.897959
07/10 01:46:32 PM | [22  5  0 22]
07/10 01:46:32 PM | Train: [  1/600] Final Recall 86.5244% FA 1516 F1: 85.3013%
07/10 01:46:32 PM | [7433 1516 1250 8026]
07/10 01:46:34 PM | Valid: [  1/600] Step 000/061 Loss: 0.381 Recall: 0.556 FA: 26 F1: 0.370370
07/10 01:46:34 PM | [212  26   8  10]
07/10 01:46:38 PM | Valid: [  1/600] Final Recall 64.2710% FA 739 F1: 40.6758%
07/10 01:46:38 PM | [6454  739  174  313]
07/10 01:46:38 PM | Valid: Time Spent: 5.660395s
07/10 01:46:38 PM | [0.4067576348278103]
07/10 01:46:41 PM | Model size = 1.335 MB
07/10 01:46:41 PM | Epoch 0 LR 0.05
07/10 01:46:42 PM | Train: [  1/600] Step 000/071 Loss: 1.103 Recall: 0.504 FA: 83 F1: 0.475524
07/10 01:46:42 PM | [38 83 67 68]
07/10 01:47:00 PM | Train: [  1/600] Step 050/071 Loss: 0.587 Recall: 0.857 FA: 13 F1: 0.879121
07/10 01:47:00 PM | [103  13  20 120]
07/10 01:47:07 PM | Train: [  1/600] Step 071/071 Loss: 0.533 Recall: 0.905 FA: 6 F1: 0.826087
07/10 01:47:07 PM | [22  6  2 19]
07/10 01:47:08 PM | Train: [  1/600] Final Recall 84.9338% FA 1655 F1: 83.5959%
07/10 01:47:08 PM | [7510 1655 1365 7695]
07/10 01:47:08 PM | Valid: [  1/600] Step 000/061 Loss: 1.158 Recall: 1.000 FA: 68 F1: 0.306122
07/10 01:47:08 PM | [173  68   0  15]
07/10 01:47:12 PM | Valid: [  1/600] Final Recall 83.1643% FA 1711 F1: 31.3695%
07/10 01:47:12 PM | [5476 1711   83  410]
07/10 01:47:12 PM | Valid: Time Spent: 3.982182s
07/10 01:47:12 PM | [0.3136954858454476]
07/10 01:47:15 PM | Model size = 1.124 MB
07/10 01:47:15 PM | Epoch 0 LR 0.05
07/10 01:47:17 PM | Train: [  1/600] Step 000/071 Loss: 1.047 Recall: 0.524 FA: 42 F1: 0.576923
07/10 01:47:17 PM | [71 42 68 75]
07/10 01:47:30 PM | Train: [  1/600] Step 050/071 Loss: 0.665 Recall: 0.827 FA: 12 F1: 0.862745
07/10 01:47:30 PM | [111  12  23 110]
07/10 01:47:36 PM | Train: [  1/600] Step 071/071 Loss: 0.610 Recall: 0.963 FA: 5 F1: 0.896552
07/10 01:47:36 PM | [17  5  1 26]
07/10 01:47:36 PM | Train: [  1/600] Final Recall 82.5388% FA 1707 F1: 82.0454%
07/10 01:47:36 PM | [7372 1707 1597 7549]
07/10 01:47:36 PM | Valid: [  1/600] Step 000/061 Loss: 0.560 Recall: 0.053 FA: 14 F1: 0.058824
07/10 01:47:36 PM | [223  14  18   1]
07/10 01:47:41 PM | Valid: [  1/600] Final Recall 3.1599% FA 488 F1: 3.2598%
07/10 01:47:41 PM | [6404  488  521   17]
07/10 01:47:41 PM | Valid: Time Spent: 4.465615s
07/10 01:47:41 PM | [0.032598274209012464]
07/10 01:47:44 PM | Model size = 1.333 MB
07/10 01:47:44 PM | Epoch 0 LR 0.05
07/10 01:47:45 PM | Train: [  1/600] Step 000/071 Loss: 1.163 Recall: 0.338 FA: 91 F1: 0.334572
07/10 01:47:45 PM | [32 91 88 45]
07/10 01:48:03 PM | Train: [  1/600] Step 050/071 Loss: 0.548 Recall: 0.892 FA: 9 F1: 0.909804
07/10 01:48:03 PM | [117   9  14 116]
07/10 01:48:10 PM | Train: [  1/600] Step 071/071 Loss: 0.497 Recall: 1.000 FA: 4 F1: 0.913043
07/10 01:48:10 PM | [24  4  0 21]
07/10 01:48:10 PM | Train: [  1/600] Final Recall 85.3226% FA 1500 F1: 84.5453%
07/10 01:48:10 PM | [7643 1500 1333 7749]
07/10 01:48:10 PM | Valid: [  1/600] Step 000/061 Loss: 0.755 Recall: 1.000 FA: 71 F1: 0.323810
07/10 01:48:10 PM | [168  71   0  17]
07/10 01:48:14 PM | Valid: [  1/600] Final Recall 97.9118% FA 2236 F1: 27.3228%
07/10 01:48:14 PM | [5013 2236    9  422]
07/10 01:48:14 PM | Valid: Time Spent: 3.761818s
07/10 01:48:14 PM | [0.273227581741664]
07/10 01:48:18 PM | Model size = 1.532 MB
07/10 01:48:18 PM | Epoch 0 LR 0.05
07/10 01:48:20 PM | Train: [  1/600] Step 000/071 Loss: 0.957 Recall: 0.720 FA: 61 F1: 0.652174
07/10 01:48:20 PM | [70 61 35 90]
07/10 01:48:41 PM | Train: [  1/600] Step 050/071 Loss: 0.561 Recall: 0.915 FA: 30 F1: 0.843750
07/10 01:48:41 PM | [108  30  10 108]
07/10 01:48:49 PM | Train: [  1/600] Step 071/071 Loss: 0.514 Recall: 0.957 FA: 1 F1: 0.956522
07/10 01:48:49 PM | [25  1  1 22]
07/10 01:48:50 PM | Train: [  1/600] Final Recall 84.4305% FA 1540 F1: 83.8388%
07/10 01:48:50 PM | [7616 1540 1412 7657]
07/10 01:48:50 PM | Valid: [  1/600] Step 000/061 Loss: 0.548 Recall: 0.700 FA: 44 F1: 0.358974
07/10 01:48:50 PM | [192  44   6  14]
07/10 01:48:55 PM | Valid: [  1/600] Final Recall 78.0911% FA 1296 F1: 34.0104%
07/10 01:48:55 PM | [5673 1296  101  360]
07/10 01:48:55 PM | Valid: Time Spent: 5.682682s
07/10 01:48:55 PM | [0.3401039206424185]
07/10 01:49:06 PM | Model size = 1.291 MB
07/10 01:49:06 PM | Epoch 0 LR 0.05
07/10 01:49:07 PM | Train: [  1/600] Step 000/071 Loss: 1.029 Recall: 0.637 FA: 86 F1: 0.531365
07/10 01:49:07 PM | [57 86 41 72]
07/10 01:49:23 PM | Train: [  1/600] Step 050/071 Loss: 0.634 Recall: 0.798 FA: 17 F1: 0.822511
07/10 01:49:23 PM | [120  17  24  95]
07/10 01:49:29 PM | Train: [  1/600] Step 071/071 Loss: 0.577 Recall: 1.000 FA: 5 F1: 0.883721
07/10 01:49:29 PM | [25  5  0 19]
07/10 01:49:29 PM | Train: [  1/600] Final Recall 82.1257% FA 1653 F1: 81.8644%
07/10 01:49:29 PM | [7643 1653 1596 7333]
07/10 01:49:29 PM | Valid: [  1/600] Step 000/061 Loss: 0.539 Recall: 0.944 FA: 58 F1: 0.365591
07/10 01:49:29 PM | [180  58   1  17]
07/10 01:49:32 PM | Valid: [  1/600] Final Recall 93.1102% FA 2196 F1: 29.7765%
07/10 01:49:32 PM | [4976 2196   35  473]
07/10 01:49:32 PM | Valid: Time Spent: 3.391337s
07/10 01:49:32 PM | [0.2977651872836009]
07/10 01:49:38 PM | Model size = 1.318 MB
07/10 01:49:38 PM | Epoch 0 LR 0.05
07/10 01:49:40 PM | Train: [  1/600] Step 000/071 Loss: 0.865 Recall: 0.703 FA: 37 F1: 0.697479
07/10 01:49:40 PM | [101  37  35  83]
07/10 01:49:57 PM | Train: [  1/600] Step 050/071 Loss: 0.571 Recall: 0.891 FA: 17 F1: 0.884892
07/10 01:49:57 PM | [101  17  15 123]
07/10 01:50:04 PM | Train: [  1/600] Step 071/071 Loss: 0.531 Recall: 0.958 FA: 4 F1: 0.901961
07/10 01:50:04 PM | [21  4  1 23]
07/10 01:50:04 PM | Train: [  1/600] Final Recall 84.4464% FA 1499 F1: 84.0971%
07/10 01:50:04 PM | [7577 1499 1423 7726]
07/10 01:50:04 PM | Valid: [  1/600] Step 000/061 Loss: 0.611 Recall: 0.706 FA: 58 F1: 0.275862
