07/10 04:41:36 AM | 
07/10 05:42:07 AM | [64 53 78 61]
07/10 05:42:26 AM | Train: [  1/600] Step 050/071 Loss: 0.565 Recall: 0.879 FA: 11 F1: 0.893443
07/10 05:42:26 AM | [121  11  15 109]
07/10 05:42:34 AM | Train: [  1/600] Step 071/071 Loss: 0.510 Recall: 0.846 FA: 1 F1: 0.897959
07/10 05:42:34 AM | [22  1  4 22]
07/10 05:42:35 AM | Train: [  1/600] Final Recall 85.3823% FA 1466 F1: 84.7996%
07/10 05:42:35 AM | [7592 1466 1340 7827]
07/10 05:42:35 AM | Valid: [  1/600] Step 000/061 Loss: 0.157 Recall: 0.389 FA: 5 F1: 0.466667
07/10 05:42:35 AM | [233   5  11   7]
07/10 05:42:39 AM | Valid: [  1/600] Final Recall 26.8859% FA 212 F1: 32.0276%
07/10 05:42:39 AM | [6951  212  378  139]
07/10 05:42:39 AM | Valid: Time Spent: 4.509738s
07/10 05:42:39 AM | [0.32027649769585254]
07/10 05:42:41 AM | Model size = 1.531 MB
07/10 05:42:41 AM | Epoch 0 LR 0.05
07/10 05:42:42 AM | Train: [  1/600] Step 000/071 Loss: 1.174 Recall: 0.496 FA: 79 F1: 0.482759
07/10 05:42:42 AM | [36 79 71 70]
07/10 05:43:06 AM | Train: [  1/600] Step 050/071 Loss: 0.640 Recall: 0.831 FA: 13 F1: 0.860558
07/10 05:43:06 AM | [113  13  22 108]
07/10 05:43:15 AM | Train: [  1/600] Step 071/071 Loss: 0.571 Recall: 0.870 FA: 4 F1: 0.851064
07/10 05:43:15 AM | [22  4  3 20]
07/10 05:43:16 AM | Train: [  1/600] Final Recall 84.0262% FA 1773 F1: 82.6332%
07/10 05:43:16 AM | [7287 1773 1464 7701]
07/10 05:43:16 AM | Valid: [  1/600] Step 000/061 Loss: 0.207 Recall: 0.273 FA: 23 F1: 0.162162
07/10 05:43:16 AM | [222  23   8   3]
07/10 05:43:21 AM | Valid: [  1/600] Final Recall 44.9153% FA 536 F1: 34.7541%
07/10 05:43:21 AM | [6422  536  260  212]
07/10 05:43:21 AM | Valid: Time Spent: 5.510724s
07/10 05:43:21 AM | [0.34754098360655744]
07/10 05:43:23 AM | Model size = 1.145 MB
07/10 05:43:23 AM | Epoch 0 LR 0.05
07/10 05:43:24 AM | Train: [  1/600] Step 000/071 Loss: 1.065 Recall: 0.430 FA: 87 F1: 0.400000
07/10 05:43:24 AM | [48 87 69 52]
07/10 05:43:40 AM | Train: [  1/600] Step 050/071 Loss: 0.591 Recall: 0.775 FA: 9 F1: 0.840336
07/10 05:43:40 AM | [118   9  29 100]
07/10 05:43:47 AM | Train: [  1/600] Step 071/071 Loss: 0.533 Recall: 0.857 FA: 3 F1: 0.872727
07/10 05:43:47 AM | [18  3  4 24]
07/10 05:43:47 AM | Train: [  1/600] Final Recall 85.2114% FA 1638 F1: 83.9264%
07/10 05:43:47 AM | [7411 1638 1357 7819]
07/10 05:43:47 AM | Valid: [  1/600] Step 000/061 Loss: 1.533 Recall: 0.923 FA: 118 F1: 0.167832
07/10 05:43:47 AM | [125 118   1  12]
07/10 05:43:51 AM | Valid: [  1/600] Final Recall 93.9516% FA 3139 F1: 22.7262%
07/10 05:43:51 AM | [4045 3139   30  466]
07/10 05:43:51 AM | Valid: Time Spent: 3.414167s
07/10 05:43:51 AM | [0.22726164350158495]
07/10 05:43:53 AM | Model size = 1.498 MB
07/10 05:43:53 AM | Epoch 0 LR 0.05
07/10 05:43:54 AM | Train: [  1/600] Step 000/071 Loss: 0.954 Recall: 0.472 FA: 30 F1: 0.560669
07/10 05:43:54 AM | [84 30 75 67]
07/10 05:44:16 AM | Train: [  1/600] Step 050/071 Loss: 0.603 Recall: 0.931 FA: 29 F1: 0.864286
07/10 05:44:16 AM | [ 97  29   9 121]
07/10 05:44:25 AM | Train: [  1/600] Step 071/071 Loss: 0.541 Recall: 0.923 FA: 3 F1: 0.905660
07/10 05:44:25 AM | [20  3  2 24]
07/10 05:44:25 AM | Train: [  1/600] Final Recall 84.1691% FA 1608 F1: 83.4444%
07/10 05:44:25 AM | [7464 1608 1449 7704]
07/10 05:44:25 AM | Valid: [  1/600] Step 000/061 Loss: 0.360 Recall: 0.778 FA: 36 F1: 0.269231
07/10 05:44:25 AM | [211  36   2   7]
07/10 05:44:31 AM | Valid: [  1/600] Final Recall 75.8264% FA 1213 F1: 35.5620%
07/10 05:44:31 AM | [5733 1213  117  367]
07/10 05:44:31 AM | Valid: Time Spent: 5.579868s
07/10 05:44:31 AM | [0.35562015503875966]
07/10 05:44:33 AM | Model size = 1.659 MB
07/10 05:44:33 AM | Epoch 0 LR 0.05
07/10 05:44:34 AM | Train: [  1/600] Step 000/071 Loss: 0.941 Recall: 0.603 FA: 39 F1: 0.622222
07/10 05:44:34 AM | [101  39  46  70]
07/10 05:44:59 AM | Train: [  1/600] Step 050/071 Loss: 0.515 Recall: 0.903 FA: 12 F1: 0.903226
07/10 05:44:59 AM | [120  12  12 112]
07/10 05:45:09 AM | Train: [  1/600] Step 071/071 Loss: 0.485 Recall: 0.759 FA: 2 F1: 0.830189
07/10 05:45:09 AM | [18  2  7 22]
07/10 05:45:09 AM | Train: [  1/600] Final Recall 86.3526% FA 1396 F1: 85.6176%
07/10 05:45:09 AM | [7743 1396 1240 7846]
07/10 05:45:10 AM | Valid: [  1/600] Step 000/061 Loss: 0.317 Recall: 0.889 FA: 27 F1: 0.524590
07/10 05:45:10 AM | [211  27   2  16]
07/10 05:45:15 AM | Valid: [  1/600] Final Recall 81.1040% FA 1018 F1: 40.8338%
07/10 05:45:15 AM | [6191 1018   89  382]
07/10 05:45:15 AM | Valid: Time Spent: 6.028777s
07/10 05:45:15 AM | [0.40833778727952963]
07/10 05:45:18 AM | Model size = 1.343 MB
07/10 05:45:18 AM | Epoch 0 LR 0.05
07/10 05:45:19 AM | Train: [  1/600] Step 000/071 Loss: 0.932 Recall: 0.694 FA: 44 F1: 0.663793
07/10 05:45:19 AM | [101  44  34  77]
07/10 05:45:39 AM | Train: [  1/600] Step 050/071 Loss: 0.581 Recall: 0.935 FA: 27 F1: 0.854701
07/10 05:45:39 AM | [122  27   7 100]
07/10 05:45:47 AM | Train: [  1/600] Step 071/071 Loss: 0.538 Recall: 0.913 FA: 2 F1: 0.913043
07/10 05:45:47 AM | [24  2  2 21]
07/10 05:45:47 AM | Train: [  1/600] Final Recall 84.7038% FA 1521 F1: 84.1327%
07/10 05:45:47 AM | [7571 1521 1397 7736]
07/10 05:45:47 AM | Valid: [  1/600] Step 000/061 Loss: 0.789 Recall: 1.000 FA: 88 F1: 0.228070
07/10 05:45:47 AM | [155  88   0  13]
07/10 05:45:53 AM | Valid: [  1/600] Final Recall 97.4895% FA 2451 F1: 27.4521%
07/10 05:45:53 AM | [4501 2451   12  466]
07/10 05:45:53 AM | Valid: Time Spent: 5.920285s
07/10 05:45:53 AM | [0.2745213549337261]
07/10 05:45:56 AM | Model size = 1.213 MB
07/10 05:45:56 AM | Epoch 0 LR 0.05
07/10 05:45:57 AM | Train: [  1/600] Step 000/071 Loss: 1.078 Recall: 0.445 FA: 89 F1: 0.416058
07/10 05:45:57 AM | [39 89 71 57]
07/10 05:46:14 AM | Train: [  1/600] Step 050/071 Loss: 0.537 Recall: 0.881 FA: 13 F1: 0.890566
07/10 05:46:14 AM | [109  13  16 118]
07/10 05:46:21 AM | Train: [  1/600] Step 071/071 Loss: 0.484 Recall: 0.917 FA: 6 F1: 0.846154
07/10 05:46:21 AM | [19  6  2 22]
07/10 05:46:21 AM | Train: [  1/600] Final Recall 85.5481% FA 1431 F1: 85.0164%
07/10 05:46:21 AM | [7681 1431 1317 7796]
07/10 05:46:21 AM | Valid: [  1/600] Step 000/061 Loss: 0.389 Recall: 0.905 FA: 48 F1: 0.431818
07/10 05:46:21 AM | [187  48   2  19]
07/10 05:46:27 AM | Valid: [  1/600] Final Recall 76.1317% FA 1322 F1: 33.9761%
07/10 05:46:27 AM | [5872 1322  116  370]
07/10 05:46:27 AM | Valid: Time Spent: 5.405104s
07/10 05:46:27 AM | [0.3397612488521579]
07/10 05:46:31 AM | Model size = 1.450 MB
07/10 05:46:31 AM | Epoch 0 LR 0.05
07/10 05:46:32 AM | Train: [  1/600] Step 000/071 Loss: 0.926 Recall: 0.611 FA: 34 F1: 0.649789
07/10 05:46:32 AM | [96 34 49 77]
07/10 05:46:53 AM | Train: [  1/600] Step 050/071 Loss: 0.579 Recall: 0.910 FA: 10 F1: 0.913580
07/10 05:46:53 AM | [124  10  11 111]
07/10 05:47:01 AM | Train: [  1/600] Step 071/071 Loss: 0.534 Recall: 0.759 FA: 2 F1: 0.830189
07/10 05:47:01 AM | [18  2  7 22]
07/10 05:47:01 AM | Train: [  1/600] Final Recall 85.4629% FA 1581 F1: 84.2630%
07/10 05:47:01 AM | [7550 1581 1322 7772]
07/10 05:47:01 AM | Valid: [  1/600] Step 000/061 Loss: 3.014 Recall: 0.625 FA: 49 F1: 0.266667
07/10 05:47:01 AM | [191  49   6  10]
07/10 05:47:07 AM | Valid: [  1/600] Final Recall 68.5072% FA 1370 F1: 30.5378%
07/10 05:47:07 AM | [5571 1370  154  335]
07/10 05:47:07 AM | Valid: Time Spent: 5.343885s
07/10 05:47:07 AM | [0.3053783044667274]
07/10 05:47:09 AM | Model size = 1.509 MB
07/10 05:47:09 AM | Epoch 0 LR 0.05
07/10 05:47:10 AM | Train: [  1/600] Step 000/071 Loss: 1.048 Recall: 0.379 FA: 87 F1: 0.371747
07/10 05:47:10 AM | [37 87 82 50]
07/10 05:47:30 AM | Train: [  1/600] Step 050/071 Loss: 0.579 Recall: 0.952 FA: 19 F1: 0.904943
07/10 05:47:30 AM | [112  19   6 119]
07/10 05:47:38 AM | Train: [  1/600] Step 071/071 Loss: 0.538 Recall: 0.650 FA: 8 F1: 0.634146
07/10 05:47:38 AM | [21  8  7 13]
07/10 05:47:38 AM | Train: [  1/600] Final Recall 84.6087% FA 1630 F1: 83.6360%
07/10 05:47:38 AM | [7395 1630 1416 7784]
07/10 05:47:39 AM | Valid: [  1/600] Step 000/061 Loss: 1.353 Recall: 0.833 FA: 83 F1: 0.190476
07/10 05:47:39 AM | [161  83   2  10]
07/10 05:47:43 AM | Valid: [  1/600] Final Recall 89.3617% FA 2652 F1: 23.7154%
07/10 05:47:43 AM | [4558 2652   50  420]
07/10 05:47:43 AM | Valid: Time Spent: 4.577825s
07/10 05:47:43 AM | [0.23715415019762848]
07/10 05:47:45 AM | Model size = 1.451 MB
07/10 05:47:45 AM | Epoch 0 LR 0.05
07/10 05:47:46 AM | Train: [  1/600] Step 000/071 Loss: 1.026 Recall: 0.474 FA: 79 F1: 0.458182
07/10 05:47:46 AM | [44 79 70 63]
07/10 05:48:07 AM | Train: [  1/600] Step 050/071 Loss: 0.532 Recall: 0.850 FA: 12 F1: 0.875969
07/10 05:48:07 AM | [111  12  20 113]
07/10 05:48:15 AM | Train: [  1/600] Step 071/071 Loss: 0.494 Recall: 0.864 FA: 6 F1: 0.808511
07/10 05:48:15 AM | [21  6  3 19]
07/10 05:48:15 AM | Train: [  1/600] Final Recall 85.6878% FA 1541 F1: 84.6307%
07/10 05:48:15 AM | [7517 1541 1312 7855]
07/10 05:48:15 AM | Valid: [  1/600] Step 000/061 Loss: 0.458 Recall: 0.647 FA: 27 F1: 0.400000
07/10 05:48:15 AM | [212  27   6  11]
07/10 05:48:20 AM | Valid: [  1/600] Final Recall 76.1523% FA 780 F1: 45.8107%
07/10 05:48:20 AM | [6151  780  119  380]
07/10 05:48:20 AM | Valid: Time Spent: 5.005120s
07/10 05:48:20 AM | [0.45810729355033153]
07/10 05:48:22 AM | Model size = 1.616 MB
07/10 05:48:22 AM | Epoch 0 LR 0.05
07/10 05:48:23 AM | Train: [  1/600] Step 000/071 Loss: 0.971 Recall: 0.615 FA: 71 F1: 0.553846
07/10 05:48:23 AM | [68 71 45 72]
07/10 05:48:47 AM | Train: [  1/600] Step 050/071 Loss: 0.511 Recall: 0.862 FA: 14 F1: 0.878229
07/10 05:48:47 AM | [104  14  19 119]
07/10 05:48:56 AM | Train: [  1/600] Step 071/071 Loss: 0.487 Recall: 1.000 FA: 0 F1: 1.000000
07/10 05:48:56 AM | [26  0  0 23]
07/10 05:48:56 AM | Train: [  1/600] Final Recall 86.8150% FA 1550 F1: 85.1949%
07/10 05:48:56 AM | [7551 1550 1203 7921]
07/10 05:48:56 AM | Valid: [  1/600] Step 000/061 Loss: 0.399 Recall: 0.562 FA: 18 F1: 0.418605
07/10 05:48:56 AM | [222  18   7   9]
07/10 05:49:01 AM | Valid: [  1/600] Final Recall 71.1694% FA 801 F1: 42.7879%
07/10 05:49:01 AM | [6383  801  143  353]
07/10 05:49:01 AM | Valid: Time Spent: 5.190791s
07/10 05:49:01 AM | [0.4278787878787878]
07/10 05:49:05 AM | Model size = 1.170 MB
07/10 05:49:05 AM | Epoch 0 LR 0.05
07/10 05:49:07 AM | Train: [  1/600] Step 000/071 Loss: 1.037 Recall: 0.536 FA: 56 F1: 0.553506
07/10 05:49:07 AM | [60 56 65 75]
07/10 05:49:23 AM | Train: [  1/600] Step 050/071 Loss: 0.617 Recall: 0.798 FA: 11 F1: 0.846154
07/10 05:49:23 AM | [121  11  25  99]
07/10 05:49:30 AM | Train: [  1/600] Step 071/071 Loss: 0.562 Recall: 0.917 FA: 2 F1: 0.916667
07/10 05:49:30 AM | [23  2  2 22]
07/10 05:49:30 AM | Train: [  1/600] Final Recall 84.2105% FA 1675 F1: 83.0920%
07/10 05:49:30 AM | [7487 1675 1431 7632]
07/10 05:49:30 AM | Valid: [  1/600] Step 000/061 Loss: 0.362 Recall: 0.857 FA: 45 F1: 0.338028
07/10 05:49:30 AM | [197  45   2  12]
07/10 05:49:34 AM | Valid: [  1/600] Final Recall 64.1469% FA 1301 F1: 28.8210%
07/10 05:49:34 AM | [5666 1301  166  297]
07/10 05:49:34 AM | Valid: Time Spent: 4.015819s
07/10 05:49:34 AM | [0.28820960698689957]
07/10 05:49:36 AM | Model size = 1.128 MB
07/10 05:49:36 AM | Epoch 0 LR 0.05
07/10 05:49:38 AM | Train: [  1/600] Step 000/071 Loss: 1.170 Recall: 0.443 FA: 86 F1: 0.421818
07/10 05:49:38 AM | [39 86 73 58]
07/10 05:49:53 AM | Train: [  1/600] Step 050/071 Loss: 0.777 Recall: 0.895 FA: 26 F1: 0.850575
07/10 05:49:53 AM | [106  26  13 111]
07/10 05:49:59 AM | Train: [  1/600] Step 071/071 Loss: 0.698 Recall: 0.952 FA: 8 F1: 0.816327
07/10 05:49:59 AM | [20  8  1 20]
07/10 05:49:59 AM | Train: [  1/600] Final Recall 81.7423% FA 1912 F1: 80.7493%
07/10 05:49:59 AM | [7084 1912 1685 7544]
07/10 05:49:59 AM | Valid: [  1/600] Step 000/061 Loss: 1.479 Recall: 0.917 FA: 47 F1: 0.314286
07/10 05:49:59 AM | [197  47   1  11]
07/10 05:50:02 AM | Valid: [  1/600] Final Recall 61.4224% FA 1091 F1: 30.9783%
07/10 05:50:02 AM | [6125 1091  179  285]
07/10 05:50:02 AM | Valid: Time Spent: 3.379971s
07/10 05:50:02 AM | [0.30978260869565216]
07/10 05:50:04 AM | Model size = 1.273 MB
07/10 05:50:04 AM | Epoch 0 LR 0.05
07/10 05:50:05 AM | Train: [  1/600] Step 000/071 Loss: 0.850 Recall: 0.652 FA: 48 F1: 0.626609
07/10 05:50:05 AM | [96 48 39 73]
07/10 05:50:22 AM | Train: [  1/600] Step 050/071 Loss: 0.538 Recall: 0.957 FA: 30 F1: 0.863813
07/10 05:50:22 AM | [110  30   5 111]
07/10 05:50:29 AM | Train: [  1/600] Step 071/071 Loss: 0.493 Recall: 0.875 FA: 4 F1: 0.823529
07/10 05:50:29 AM | [29  4  2 14]
07/10 05:50:29 AM | Train: [  1/600] Final Recall 86.5060% FA 1507 F1: 85.1257%
07/10 05:50:29 AM | [7714 1507 1215 7789]
07/10 05:50:29 AM | Valid: [  1/600] Step 000/061 Loss: 0.903 Recall: 0.905 FA: 48 F1: 0.431818
07/10 05:50:29 AM | [187  48   2  19]
07/10 05:50:34 AM | Valid: [  1/600] Final Recall 80.3960% FA 1704 F1: 31.0516%
07/10 05:50:34 AM | [5221 1704   99  406]
07/10 05:50:34 AM | Valid: Time Spent: 4.755685s
07/10 05:50:34 AM | [0.3105162523900573]
07/10 05:50:36 AM | Model size = 1.522 MB
07/10 05:50:36 AM | Epoch 0 LR 0.05
07/10 05:50:37 AM | Train: [  1/600] Step 000/071 Loss: 1.048 Recall: 0.504 FA: 40 F1: 0.544601
07/10 05:50:37 AM | [101  40  57  58]
07/10 05:50:58 AM | Train: [  1/600] Step 050/071 Loss: 0.556 Recall: 0.882 FA: 10 F1: 0.903915
07/10 05:50:58 AM | [102  10  17 127]
07/10 05:51:06 AM | Train: [  1/600] Step 071/071 Loss: 0.539 Recall: 0.647 FA: 8 F1: 0.611111
07/10 05:51:06 AM | [24  8  6 11]
07/10 05:51:06 AM | Train: [  1/600] Final Recall 84.8881% FA 1580 F1: 83.8844%
07/10 05:51:06 AM | [7619 1580 1364 7662]
07/10 05:51:06 AM | Valid: [  1/600] Step 000/061 Loss: 0.330 Recall: 0.474 FA: 29 F1: 0.315789
07/10 05:51:06 AM | [208  29  10   9]
07/10 05:51:10 AM | Valid: [  1/600] Final Recall 60.2881% FA 626 F1: 41.7082%
07/10 05:51:10 AM | [6568  626  193  293]
07/10 05:51:10 AM | Valid: Time Spent: 4.644683s
07/10 05:51:10 AM | [0.4170818505338078]
07/10 05:51:13 AM | Model size = 1.281 MB
07/10 05:51:13 AM | Epoch 0 LR 0.05
07/10 05:51:14 AM | Train: [  1/600] Step 000/071 Loss: 1.064 Recall: 0.425 FA: 33 F1: 0.508929
07/10 05:51:14 AM | [89 33 77 57]
07/10 05:51:31 AM | Train: [  1/600] Step 050/071 Loss: 0.648 Recall: 0.933 FA: 19 F1: 0.891566
07/10 05:51:31 AM | [118  19   8 111]
07/10 05:51:38 AM | Train: [  1/600] Step 071/071 Loss: 0.575 Recall: 0.846 FA: 3 F1: 0.862745
07/10 05:51:38 AM | [20  3  4 22]
07/10 05:51:39 AM | Train: [  1/600] Final Recall 84.1396% FA 1707 F1: 83.0205%
07/10 05:51:39 AM | [7319 1707 1459 7740]
07/10 05:51:39 AM | Valid: [  1/600] Step 000/061 Loss: 0.654 Recall: 1.000 FA: 94 F1: 0.328571
07/10 05:51:39 AM | [139  94   0  23]
07/10 05:51:43 AM | Valid: [  1/600] Final Recall 99.3890% FA 2643 F1: 26.9464%
07/10 05:51:43 AM | [4296 2643    3  488]
07/10 05:51:43 AM | Valid: Time Spent: 4.526535s
07/10 05:51:43 AM | [0.2694643843180563]
07/10 05:51:45 AM | Model size = 1.495 MB
07/10 05:51:45 AM | Epoch 0 LR 0.05
07/10 05:51:46 AM | Train: [  1/600] Step 000/071 Loss: 0.876 Recall: 0.690 FA: 35 F1: 0.692641
07/10 05:51:46 AM | [105  35  36  80]
07/10 05:52:07 AM | Train: [  1/600] Step 050/071 Loss: 0.516 Recall: 0.841 FA: 17 F1: 0.851406
07/10 05:52:07 AM | [113  17  20 106]
07/10 05:52:15 AM | Train: [  1/600] Step 071/071 Loss: 0.484 Recall: 1.000 FA: 11 F1: 0.792453
07/10 05:52:15 AM | [17 11  0 21]
07/10 05:52:15 AM | Train: [  1/600] Final Recall 86.2667% FA 1498 F1: 85.0684%
07/10 05:52:15 AM | [7676 1498 1243 7808]
07/10 05:52:15 AM | Valid: [  1/600] Step 000/061 Loss: 0.251 Recall: 0.300 FA: 32 F1: 0.133333
07/10 05:52:15 AM | [214  32   7   3]
07/10 05:52:19 AM | Valid: [  1/600] Final Recall 62.6327% FA 680 F1: 40.8022%
07/10 05:52:19 AM | [6529  680  176  295]
07/10 05:52:19 AM | Valid: Time Spent: 4.509740s
07/10 05:52:19 AM | [0.40802213001383125]
07/10 05:52:22 AM | Model size = 1.246 MB
07/10 05:52:22 AM | Epoch 0 LR 0.05
07/10 05:52:23 AM | Train: [  1/600] Step 000/071 Loss: 0.941 Recall: 0.632 FA: 39 F1: 0.659004
07/10 05:52:23 AM | [81 39 50 86]
07/10 05:52:39 AM | Train: [  1/600] Step 050/071 Loss: 0.647 Recall: 0.792 FA: 7 F1: 0.858333
07/10 05:52:39 AM | [119   7  27 103]
07/10 05:52:45 AM | Train: [  1/600] Step 071/071 Loss: 0.599 Recall: 0.889 FA: 3 F1: 0.888889
07/10 05:52:45 AM | [19  3  3 24]
07/10 05:52:45 AM | Train: [  1/600] Final Recall 83.9965% FA 1638 F1: 83.1850%
07/10 05:52:45 AM | [7464 1638 1460 7663]
07/10 05:52:46 AM | Valid: [  1/600] Step 000/061 Loss: 0.479 Recall: 0.812 FA: 37 F1: 0.393939
07/10 05:52:46 AM | [203  37   3  13]
07/10 05:52:50 AM | Valid: [  1/600] Final Recall 86.5854% FA 1050 F1: 43.2927%
07/10 05:52:50 AM | [5888 1050   66  426]
07/10 05:52:50 AM | Valid: Time Spent: 4.862648s
07/10 05:52:50 AM | [0.4329268292682927]
07/10 05:52:54 AM | Model size = 1.410 MB
07/10 05:52:54 AM | Epoch 0 LR 0.05
07/10 05:52:56 AM | Train: [  1/600] Step 000/071 Loss: 0.990 Recall: 0.618 FA: 70 F1: 0.579310
07/10 05:52:56 AM | [50 70 52 84]
07/10 05:53:15 AM | Train: [  1/600] Step 050/071 Loss: 0.551 Recall: 0.852 FA: 13 F1: 0.870293
07/10 05:53:15 AM | [121  13  18 104]
07/10 05:53:23 AM | Train: [  1/600] Step 071/071 Loss: 0.501 Recall: 0.880 FA: 2 F1: 0.897959
07/10 05:53:23 AM | [22  2  3 22]
07/10 05:53:23 AM | Train: [  1/600] Final Recall 85.5237% FA 1518 F1: 84.6835%
07/10 05:53:23 AM | [7485 1518 1335 7887]
07/10 05:53:23 AM | Valid: [  1/600] Step 000/061 Loss: 0.529 Recall: 0.762 FA: 22 F1: 0.542373
07/10 05:53:23 AM | [213  22   5  16]
07/10 05:53:27 AM | Valid: [  1/600] Final Recall 60.5634% FA 634 F1: 42.0391%
07/10 05:53:27 AM | [6549  634  196  301]
07/10 05:53:27 AM | Valid: Time Spent: 4.270186s
07/10 05:53:27 AM | [0.4203910614525139]
07/10 05:53:30 AM | Model size = 1.337 MB
07/10 05:53:30 AM | Epoch 0 LR 0.05
07/10 05:53:31 AM | Train: [  1/600] Step 000/071 Loss: 1.064 Recall: 0.398 FA: 88 F1: 0.386861
07/10 05:53:31 AM | [35 88 80 53]
07/10 05:53:49 AM | Train: [  1/600] Step 050/071 Loss: 0.524 Recall: 0.992 FA: 16 F1: 0.939068
07/10 05:53:49 AM | [108  16   1 131]
07/10 05:53:56 AM | Train: [  1/600] Step 071/071 Loss: 0.480 Recall: 0.957 FA: 2 F1: 0.936170
07/10 05:53:56 AM | [24  2  1 22]
07/10 05:53:56 AM | Train: [  1/600] Final Recall 85.8952% FA 1489 F1: 84.9814%
07/10 05:53:56 AM | [7576 1489 1292 7868]
07/10 05:53:56 AM | Valid: [  1/600] Step 000/061 Loss: 0.226 Recall: 0.571 FA: 13 F1: 0.457143
07/10 05:53:56 AM | [229  13   6   8]
07/10 05:54:00 AM | Valid: [  1/600] Final Recall 47.5687% FA 376 F1: 41.8994%
07/10 05:54:00 AM | [6581  376  248  225]
07/10 05:54:00 AM | Valid: Time Spent: 4.500659s
07/10 05:54:00 AM | [0.4189944134078213]
07/10 05:54:04 AM | Model size = 1.402 MB
07/10 05:54:04 AM | Epoch 0 LR 0.05
07/10 05:54:06 AM | Train: [  1/600] Step 000/071 Loss: 0.998 Recall: 0.562 FA: 61 F1: 0.553030
07/10 05:54:06 AM | [65 61 57 73]
07/10 05:54:25 AM | Train: [  1/600] Step 050/071 Loss: 0.543 Recall: 0.843 FA: 10 F1: 0.879377
07/10 05:54:25 AM | [112  10  21 113]
07/10 05:54:33 AM | Train: [  1/600] Step 071/071 Loss: 0.512 Recall: 0.733 FA: 0 F1: 0.846154
07/10 05:54:33 AM | [19  0  8 22]
07/10 05:54:33 AM | Train: [  1/600] Final Recall 85.9254% FA 1599 F1: 84.4216%
07/10 05:54:33 AM | [7560 1599 1276 7790]
07/10 05:54:33 AM | Valid: [  1/600] Step 000/061 Loss: 0.999 Recall: 0.952 FA: 96 F1: 0.291971
07/10 05:54:33 AM | [139  96   1  20]
07/10 05:54:37 AM | Valid: [  1/600] Final Recall 93.0000% FA 2335 F1: 28.1818%
07/10 05:54:37 AM | [4845 2335   35  465]
07/10 05:54:37 AM | Valid: Time Spent: 4.135911s
07/10 05:54:37 AM | [0.2818181818181818]
07/10 05:54:39 AM | Model size = 1.256 MB
07/10 05:54:39 AM | Epoch 0 LR 0.05
07/10 05:54:40 AM | Train: [  1/600] Step 000/071 Loss: 0.957 Recall: 0.653 FA: 71 F1: 0.583026
07/10 05:54:40 AM | [64 71 42 79]
07/10 05:54:57 AM | Train: [  1/600] Step 050/071 Loss: 0.563 Recall: 0.911 FA: 26 F1: 0.859316
07/10 05:54:57 AM | [106  26  11 113]
07/10 05:55:03 AM | Train: [  1/600] Step 071/071 Loss: 0.521 Recall: 0.909 FA: 3 F1: 0.888889
07/10 05:55:03 AM | [24  3  2 20]
07/10 05:55:04 AM | Train: [  1/600] Final Recall 85.6301% FA 1486 F1: 84.7161%
07/10 05:55:04 AM | [7748 1486 1292 7699]
07/10 05:55:04 AM | Valid: [  1/600] Step 000/061 Loss: 0.636 Recall: 0.455 FA: 68 F1: 0.200000
07/10 05:55:04 AM | [166  68  12  10]
07/10 05:55:08 AM | Valid: [  1/600] Final Recall 48.4076% FA 1719 F1: 18.8586%
07/10 05:55:08 AM | [5240 1719  243  228]
07/10 05:55:08 AM | Valid: Time Spent: 4.790284s
07/10 05:55:08 AM | [0.18858560794044665]
07/10 05:55:11 AM | Model size = 1.473 MB
07/10 05:55:11 AM | Epoch 0 LR 0.05
07/10 05:55:12 AM | Train: [  1/600] Step 000/071 Loss: 0.969 Recall: 0.434 FA: 31 F1: 0.527197
07/10 05:55:12 AM | [80 31 82 63]
07/10 05:55:33 AM | Train: [  1/600] Step 050/071 Loss: 0.523 Recall: 0.915 FA: 25 F1: 0.867647
07/10 05:55:33 AM | [102  25  11 118]
07/10 05:55:42 AM | Train: [  1/600] Step 071/071 Loss: 0.497 Recall: 0.955 FA: 1 F1: 0.954545
07/10 05:55:42 AM | [26  1  1 21]
07/10 05:55:42 AM | Train: [  1/600] Final Recall 85.9465% FA 1498 F1: 84.9730%
07/10 05:55:42 AM | [7562 1498 1288 7877]
07/10 05:55:42 AM | Valid: [  1/600] Step 000/061 Loss: 0.334 Recall: 0.923 FA: 29 F1: 0.444444
07/10 05:55:42 AM | [214  29   1  12]
07/10 05:55:47 AM | Valid: [  1/600] Final Recall 77.2917% FA 905 F1: 42.2551%
07/10 05:55:47 AM | [6295  905  109  371]
07/10 05:55:47 AM | Valid: Time Spent: 4.659636s
07/10 05:55:47 AM | [0.4225512528473804]
07/10 05:55:49 AM | Model size = 1.664 MB
07/10 05:55:49 AM | Epoch 0 LR 0.05
07/10 05:55:50 AM | Train: [  1/600] Step 000/071 Loss: 1.048 Recall: 0.366 FA: 99 F1: 0.325397
07/10 05:55:50 AM | [45 99 71 41]
07/10 05:56:14 AM | Train: [  1/600] Step 050/071 Loss: 0.512 Recall: 0.925 FA: 18 F1: 0.898551
07/10 05:56:14 AM | [104  18  10 124]
07/10 05:56:23 AM | Train: [  1/600] Step 071/071 Loss: 0.476 Recall: 0.842 FA: 6 F1: 0.780488
07/10 05:56:23 AM | [24  6  3 16]
07/10 05:56:23 AM | Train: [  1/600] Final Recall 87.1919% FA 1608 F1: 85.1128%
