07/10 12:48:38 AM | 
07/10 01:49:47 AM | [5819 1365   48  448]
07/10 01:49:47 AM | Valid: Time Spent: 5.769126s
07/10 01:49:47 AM | [0.3880467734950195]
07/10 01:49:49 AM | Model size = 1.243 MB
07/10 01:49:49 AM | Epoch 0 LR 0.05
07/10 01:49:50 AM | Train: [  1/600] Step 000/071 Loss: 1.122 Recall: 0.317 FA: 93 F1: 0.305882
07/10 01:49:50 AM | [40 93 84 39]
07/10 01:50:06 AM | Train: [  1/600] Step 050/071 Loss: 0.577 Recall: 0.907 FA: 13 F1: 0.907143
07/10 01:50:06 AM | [103  13  13 127]
07/10 01:50:13 AM | Train: [  1/600] Step 071/071 Loss: 0.522 Recall: 0.950 FA: 3 F1: 0.904762
07/10 01:50:13 AM | [26  3  1 19]
07/10 01:50:13 AM | Train: [  1/600] Final Recall 84.9400% FA 1560 F1: 84.1750%
07/10 01:50:13 AM | [7422 1560 1392 7851]
07/10 01:50:13 AM | Valid: [  1/600] Step 000/061 Loss: 0.141 Recall: 0.083 FA: 1 F1: 0.142857
07/10 01:50:13 AM | [243   1  11   1]
07/10 01:50:17 AM | Valid: [  1/600] Final Recall 6.4018% FA 28 F1: 11.3725%
07/10 01:50:17 AM | [6949   28  424   29]
07/10 01:50:17 AM | Valid: Time Spent: 4.514916s
07/10 01:50:17 AM | [0.11372549019607842]
07/10 01:50:19 AM | Model size = 1.743 MB
07/10 01:50:19 AM | Epoch 0 LR 0.05
07/10 01:50:20 AM | Train: [  1/600] Step 000/071 Loss: 1.005 Recall: 0.727 FA: 64 F1: 0.644689
07/10 01:50:20 AM | [71 64 33 88]
07/10 01:50:46 AM | Train: [  1/600] Step 050/071 Loss: 0.551 Recall: 0.944 FA: 24 F1: 0.884758
07/10 01:50:46 AM | [106  24   7 119]
07/10 01:50:57 AM | Train: [  1/600] Step 071/071 Loss: 0.512 Recall: 0.923 FA: 3 F1: 0.905660
07/10 01:50:57 AM | [20  3  2 24]
07/10 01:50:57 AM | Train: [  1/600] Final Recall 84.9228% FA 1577 F1: 84.0030%
07/10 01:50:57 AM | [7515 1577 1377 7756]
07/10 01:50:57 AM | Valid: [  1/600] Step 000/061 Loss: 0.226 Recall: 0.556 FA: 28 F1: 0.238095
07/10 01:50:57 AM | [219  28   4   5]
07/10 01:51:03 AM | Valid: [  1/600] Final Recall 59.7194% FA 670 F1: 40.6271%
07/10 01:51:03 AM | [6511  670  201  298]
07/10 01:51:03 AM | Valid: Time Spent: 5.608746s
07/10 01:51:03 AM | [0.40627130197682343]
07/10 01:51:04 AM | Model size = 1.293 MB
07/10 01:51:04 AM | Epoch 0 LR 0.05
07/10 01:51:06 AM | Train: [  1/600] Step 000/071 Loss: 0.878 Recall: 0.760 FA: 41 F1: 0.731343
07/10 01:51:06 AM | [86 41 31 98]
07/10 01:51:25 AM | Train: [  1/600] Step 050/071 Loss: 0.516 Recall: 0.934 FA: 21 F1: 0.886275
07/10 01:51:25 AM | [114  21   8 113]
07/10 01:51:33 AM | Train: [  1/600] Step 071/071 Loss: 0.471 Recall: 0.852 FA: 3 F1: 0.867925
07/10 01:51:33 AM | [19  3  4 23]
07/10 01:51:33 AM | Train: [  1/600] Final Recall 86.7846% FA 1371 F1: 85.9911%
07/10 01:51:33 AM | [7751 1371 1203 7900]
07/10 01:51:33 AM | Valid: [  1/600] Step 000/061 Loss: 0.171 Recall: 0.125 FA: 19 F1: 0.071429
07/10 01:51:33 AM | [229  19   7   1]
07/10 01:51:39 AM | Valid: [  1/600] Final Recall 44.5887% FA 369 F1: 39.7300%
07/10 01:51:39 AM | [6599  369  256  206]
07/10 01:51:39 AM | Valid: Time Spent: 6.325791s
07/10 01:51:39 AM | [0.39729990356798456]
07/10 01:51:42 AM | Model size = 1.382 MB
07/10 01:51:42 AM | Epoch 0 LR 0.05
07/10 01:51:44 AM | Train: [  1/600] Step 000/071 Loss: 0.978 Recall: 0.473 FA: 44 F1: 0.523207
07/10 01:51:44 AM | [81 44 69 62]
07/10 01:52:05 AM | Train: [  1/600] Step 050/071 Loss: 0.548 Recall: 0.904 FA: 21 F1: 0.872587
07/10 01:52:05 AM | [110  21  12 113]
07/10 01:52:13 AM | Train: [  1/600] Step 071/071 Loss: 0.506 Recall: 1.000 FA: 5 F1: 0.883721
07/10 01:52:13 AM | [25  5  0 19]
07/10 01:52:13 AM | Train: [  1/600] Final Recall 84.9834% FA 1572 F1: 83.9950%
07/10 01:52:13 AM | [7603 1572 1359 7691]
07/10 01:52:13 AM | Valid: [  1/600] Step 000/061 Loss: 0.237 Recall: 0.762 FA: 25 F1: 0.516129
07/10 01:52:13 AM | [210  25   5  16]
07/10 01:52:17 AM | Valid: [  1/600] Final Recall 60.8000% FA 623 F1: 42.6069%
07/10 01:52:17 AM | [6557  623  196  304]
07/10 01:52:17 AM | Valid: Time Spent: 4.466477s
07/10 01:52:17 AM | [0.42606867554309746]
07/10 01:52:19 AM | Model size = 1.396 MB
07/10 01:52:19 AM | Epoch 0 LR 0.05
07/10 01:52:20 AM | Train: [  1/600] Step 000/071 Loss: 1.041 Recall: 0.441 FA: 37 F1: 0.509091
07/10 01:52:20 AM | [92 37 71 56]
07/10 01:52:40 AM | Train: [  1/600] Step 050/071 Loss: 0.529 Recall: 0.917 FA: 32 F1: 0.829876
07/10 01:52:40 AM | [115  32   9 100]
07/10 01:52:48 AM | Train: [  1/600] Step 071/071 Loss: 0.485 Recall: 0.800 FA: 1 F1: 0.869565
07/10 01:52:48 AM | [23  1  5 20]
07/10 01:52:48 AM | Train: [  1/600] Final Recall 85.7617% FA 1437 F1: 85.0611%
07/10 01:52:48 AM | [7742 1437 1288 7758]
07/10 01:52:48 AM | Valid: [  1/600] Step 000/061 Loss: 0.700 Recall: 0.714 FA: 30 F1: 0.370370
07/10 01:52:48 AM | [212  30   4  10]
07/10 01:52:53 AM | Valid: [  1/600] Final Recall 62.2718% FA 642 F1: 42.5798%
07/10 01:52:53 AM | [6295  642  186  307]
07/10 01:52:53 AM | Valid: Time Spent: 4.972579s
07/10 01:52:53 AM | [0.42579750346740636]
07/10 01:52:54 AM | Model size = 1.298 MB
07/10 01:52:54 AM | Epoch 0 LR 0.05
07/10 01:52:55 AM | Train: [  1/600] Step 000/071 Loss: 1.042 Recall: 0.538 FA: 45 F1: 0.561404
07/10 01:52:55 AM | [92 45 55 64]
07/10 01:53:13 AM | Train: [  1/600] Step 050/071 Loss: 0.583 Recall: 0.857 FA: 9 F1: 0.892193
07/10 01:53:13 AM | [107   9  20 120]
07/10 01:53:20 AM | Train: [  1/600] Step 071/071 Loss: 0.521 Recall: 0.750 FA: 1 F1: 0.837209
07/10 01:53:20 AM | [24  1  6 18]
07/10 01:53:20 AM | Train: [  1/600] Final Recall 85.6781% FA 1562 F1: 84.4536%
07/10 01:53:20 AM | [7593 1562 1299 7771]
07/10 01:53:20 AM | Valid: [  1/600] Step 000/061 Loss: 0.788 Recall: 0.944 FA: 60 F1: 0.357895
07/10 01:53:20 AM | [178  60   1  17]
07/10 01:53:24 AM | Valid: [  1/600] Final Recall 92.2269% FA 1659 F1: 34.1103%
07/10 01:53:24 AM | [5545 1659   37  439]
07/10 01:53:24 AM | Valid: Time Spent: 3.825515s
07/10 01:53:24 AM | [0.3411033411033411]
07/10 01:53:26 AM | Model size = 1.498 MB
07/10 01:53:26 AM | Epoch 0 LR 0.05
07/10 01:53:27 AM | Train: [  1/600] Step 000/071 Loss: 0.939 Recall: 0.532 FA: 44 F1: 0.564103
07/10 01:53:27 AM | [88 44 58 66]
07/10 01:53:46 AM | Train: [  1/600] Step 050/071 Loss: 0.504 Recall: 0.902 FA: 11 F1: 0.906122
07/10 01:53:46 AM | [122  11  12 111]
07/10 01:53:54 AM | Train: [  1/600] Step 071/071 Loss: 0.465 Recall: 1.000 FA: 2 F1: 0.956522
07/10 01:53:54 AM | [25  2  0 22]
07/10 01:53:54 AM | Train: [  1/600] Final Recall 86.8028% FA 1424 F1: 85.7577%
07/10 01:53:54 AM | [7693 1424 1202 7906]
07/10 01:53:54 AM | Valid: [  1/600] Step 000/061 Loss: 0.767 Recall: 0.750 FA: 41 F1: 0.347826
07/10 01:53:54 AM | [199  41   4  12]
07/10 01:53:59 AM | Valid: [  1/600] Final Recall 71.5481% FA 1212 F1: 33.6614%
07/10 01:53:59 AM | [5740 1212  136  342]
07/10 01:53:59 AM | Valid: Time Spent: 4.837207s
07/10 01:53:59 AM | [0.33661417322834647]
07/10 01:54:00 AM | Model size = 1.451 MB
07/10 01:54:00 AM | Epoch 0 LR 0.05
07/10 01:54:01 AM | Train: [  1/600] Step 000/071 Loss: 1.055 Recall: 0.378 FA: 61 F1: 0.400000
07/10 01:54:01 AM | [76 61 74 45]
07/10 01:54:22 AM | Train: [  1/600] Step 050/071 Loss: 0.537 Recall: 0.797 FA: 9 F1: 0.853556
07/10 01:54:22 AM | [119   9  26 102]
07/10 01:54:30 AM | Train: [  1/600] Step 071/071 Loss: 0.496 Recall: 1.000 FA: 2 F1: 0.954545
07/10 01:54:30 AM | [26  2  0 21]
07/10 01:54:30 AM | Train: [  1/600] Final Recall 85.8533% FA 1561 F1: 84.6183%
07/10 01:54:30 AM | [7517 1561 1294 7853]
07/10 01:54:30 AM | Valid: [  1/600] Step 000/061 Loss: 0.886 Recall: 0.895 FA: 36 F1: 0.472222
07/10 01:54:30 AM | [201  36   2  17]
07/10 01:54:34 AM | Valid: [  1/600] Final Recall 89.8760% FA 1549 F1: 35.2512%
07/10 01:54:34 AM | [5647 1549   49  435]
07/10 01:54:34 AM | Valid: Time Spent: 4.213356s
07/10 01:54:34 AM | [0.3525121555915721]
07/10 01:54:37 AM | Model size = 1.508 MB
07/10 01:54:37 AM | Epoch 0 LR 0.05
07/10 01:54:38 AM | Train: [  1/600] Step 000/071 Loss: 1.012 Recall: 0.558 FA: 83 F1: 0.507042
07/10 01:54:38 AM | [44 83 57 72]
07/10 01:54:58 AM | Train: [  1/600] Step 050/071 Loss: 0.540 Recall: 0.861 FA: 14 F1: 0.871369
07/10 01:54:58 AM | [120  14  17 105]
07/10 01:55:06 AM | Train: [  1/600] Step 071/071 Loss: 0.503 Recall: 0.913 FA: 5 F1: 0.857143
07/10 01:55:06 AM | [21  5  2 21]
07/10 01:55:06 AM | Train: [  1/600] Final Recall 85.6287% FA 1547 F1: 84.5835%
07/10 01:55:06 AM | [7493 1547 1320 7865]
07/10 01:55:07 AM | Valid: [  1/600] Step 000/061 Loss: 0.997 Recall: 1.000 FA: 89 F1: 0.252101
07/10 01:55:07 AM | [152  89   0  15]
07/10 01:55:13 AM | Valid: [  1/600] Final Recall 97.5659% FA 2487 F1: 27.7954%
07/10 01:55:13 AM | [4450 2487   12  481]
07/10 01:55:13 AM | Valid: Time Spent: 6.690848s
07/10 01:55:13 AM | [0.27795434845420397]
07/10 01:55:15 AM | Model size = 1.205 MB
07/10 01:55:15 AM | Epoch 0 LR 0.05
07/10 01:55:16 AM | Train: [  1/600] Step 000/071 Loss: 1.015 Recall: 0.473 FA: 39 F1: 0.532751
07/10 01:55:16 AM | [88 39 68 61]
07/10 01:55:32 AM | Train: [  1/600] Step 050/071 Loss: 0.539 Recall: 0.842 FA: 6 F1: 0.894545
07/10 01:55:32 AM | [104   6  23 123]
07/10 01:55:40 AM | Train: [  1/600] Step 071/071 Loss: 0.501 Recall: 0.909 FA: 3 F1: 0.888889
07/10 01:55:40 AM | [24  3  2 20]
07/10 01:55:40 AM | Train: [  1/600] Final Recall 85.8501% FA 1413 F1: 85.3002%
07/10 01:55:40 AM | [7660 1413 1295 7857]
07/10 01:55:40 AM | Valid: [  1/600] Step 000/061 Loss: 0.774 Recall: 0.938 FA: 53 F1: 0.357143
07/10 01:55:40 AM | [187  53   1  15]
07/10 01:55:44 AM | Valid: [  1/600] Final Recall 89.5966% FA 1601 F1: 33.8412%
07/10 01:55:44 AM | [5608 1601   49  422]
07/10 01:55:44 AM | Valid: Time Spent: 3.940378s
07/10 01:55:44 AM | [0.33841218925421007]
07/10 01:55:47 AM | Model size = 1.243 MB
07/10 01:55:47 AM | Epoch 0 LR 0.05
07/10 01:55:48 AM | Train: [  1/600] Step 000/071 Loss: 1.157 Recall: 0.432 FA: 93 F1: 0.404255
07/10 01:55:48 AM | [31 93 75 57]
07/10 01:56:04 AM | Train: [  1/600] Step 050/071 Loss: 0.625 Recall: 0.901 FA: 8 F1: 0.918288
07/10 01:56:04 AM | [117   8  13 118]
07/10 01:56:11 AM | Train: [  1/600] Step 071/071 Loss: 0.574 Recall: 1.000 FA: 8 F1: 0.826087
07/10 01:56:11 AM | [22  8  0 19]
07/10 01:56:11 AM | Train: [  1/600] Final Recall 82.9759% FA 1562 F1: 82.9487%
07/10 01:56:11 AM | [7523 1562 1556 7584]
07/10 01:56:11 AM | Valid: [  1/600] Step 000/061 Loss: 0.716 Recall: 0.875 FA: 34 F1: 0.437500
07/10 01:56:11 AM | [206  34   2  14]
07/10 01:56:16 AM | Valid: [  1/600] Final Recall 77.0492% FA 968 F1: 41.0480%
07/10 01:56:16 AM | [5974  968  112  376]
07/10 01:56:16 AM | Valid: Time Spent: 4.813747s
07/10 01:56:16 AM | [0.4104803493449781]
07/10 01:56:19 AM | Model size = 1.249 MB
07/10 01:56:19 AM | Epoch 0 LR 0.05
07/10 01:56:20 AM | Train: [  1/600] Step 000/071 Loss: 0.989 Recall: 0.612 FA: 78 F1: 0.552448
07/10 01:56:20 AM | [49 78 50 79]
07/10 01:56:37 AM | Train: [  1/600] Step 050/071 Loss: 0.530 Recall: 0.815 FA: 18 F1: 0.831276
07/10 01:56:37 AM | [114  18  23 101]
07/10 01:56:43 AM | Train: [  1/600] Step 071/071 Loss: 0.477 Recall: 1.000 FA: 6 F1: 0.875000
07/10 01:56:43 AM | [22  6  0 21]
07/10 01:56:43 AM | Train: [  1/600] Final Recall 86.7483% FA 1349 F1: 85.9871%
07/10 01:56:43 AM | [7896 1349 1190 7790]
07/10 01:56:44 AM | Valid: [  1/600] Step 000/061 Loss: 0.306 Recall: 0.500 FA: 19 F1: 0.294118
07/10 01:56:44 AM | [227  19   5   5]
07/10 01:56:47 AM | Valid: [  1/600] Final Recall 66.7323% FA 670 F1: 44.6935%
07/10 01:56:47 AM | [6502  670  169  339]
07/10 01:56:47 AM | Valid: Time Spent: 3.814299s
07/10 01:56:47 AM | [0.44693473961766644]
07/10 01:56:49 AM | Model size = 1.531 MB
07/10 01:56:49 AM | Epoch 0 LR 0.05
07/10 01:56:50 AM | Train: [  1/600] Step 000/071 Loss: 0.983 Recall: 0.481 FA: 83 F1: 0.454874
07/10 01:56:50 AM | [42 83 68 63]
07/10 01:57:12 AM | Train: [  1/600] Step 050/071 Loss: 0.536 Recall: 0.848 FA: 15 F1: 0.866667
07/10 01:57:12 AM | [103  15  21 117]
07/10 01:57:20 AM | Train: [  1/600] Step 071/071 Loss: 0.495 Recall: 0.913 FA: 3 F1: 0.893617
07/10 01:57:20 AM | [23  3  2 21]
07/10 01:57:20 AM | Train: [  1/600] Final Recall 86.1170% FA 1576 F1: 84.5915%
07/10 01:57:20 AM | [7638 1576 1251 7760]
07/10 01:57:20 AM | Valid: [  1/600] Step 000/061 Loss: 0.197 Recall: 0.765 FA: 17 F1: 0.553191
07/10 01:57:20 AM | [222  17   4  13]
07/10 01:57:26 AM | Valid: [  1/600] Final Recall 63.1356% FA 650 F1: 41.9718%
07/10 01:57:26 AM | [6308  650  174  298]
07/10 01:57:26 AM | Valid: Time Spent: 5.603937s
07/10 01:57:26 AM | [0.419718309859155]
07/10 01:57:28 AM | Model size = 1.160 MB
07/10 01:57:28 AM | Epoch 0 LR 0.05
07/10 01:57:29 AM | Train: [  1/600] Step 000/071 Loss: 1.121 Recall: 0.504 FA: 76 F1: 0.491228
07/10 01:57:29 AM | [41 76 69 70]
07/10 01:57:44 AM | Train: [  1/600] Step 050/071 Loss: 0.601 Recall: 0.821 FA: 9 F1: 0.866953
07/10 01:57:44 AM | [124   9  22 101]
07/10 01:57:51 AM | Train: [  1/600] Step 071/071 Loss: 0.563 Recall: 0.952 FA: 7 F1: 0.833333
07/10 01:57:51 AM | [21  7  1 20]
07/10 01:57:51 AM | Train: [  1/600] Final Recall 85.3619% FA 1623 F1: 84.0679%
07/10 01:57:51 AM | [7441 1623 1341 7820]
07/10 01:57:51 AM | Valid: [  1/600] Step 000/061 Loss: 0.473 Recall: 0.722 FA: 30 F1: 0.426230
07/10 01:57:51 AM | [208  30   5  13]
07/10 01:57:55 AM | Valid: [  1/600] Final Recall 69.6325% FA 951 F1: 39.3873%
07/10 01:57:55 AM | [6212  951  157  360]
07/10 01:57:55 AM | Valid: Time Spent: 3.767646s
07/10 01:57:55 AM | [0.3938730853391685]
07/10 01:57:56 AM | Model size = 1.209 MB
07/10 01:57:56 AM | Epoch 0 LR 0.05
07/10 01:57:57 AM | Train: [  1/600] Step 000/071 Loss: 1.147 Recall: 0.396 FA: 52 F1: 0.447154
07/10 01:57:57 AM | [65 52 84 55]
07/10 01:58:12 AM | Train: [  1/600] Step 050/071 Loss: 0.629 Recall: 0.877 FA: 15 F1: 0.880309
07/10 01:58:12 AM | [111  15  16 114]
07/10 01:58:18 AM | Train: [  1/600] Step 071/071 Loss: 0.576 Recall: 0.815 FA: 2 F1: 0.862745
07/10 01:58:18 AM | [20  2  5 22]
07/10 01:58:19 AM | Train: [  1/600] Final Recall 83.2461% FA 1762 F1: 82.2377%
07/10 01:58:19 AM | [7289 1762 1537 7637]
07/10 01:58:19 AM | Valid: [  1/600] Step 000/061 Loss: 0.323 Recall: 0.235 FA: 4 F1: 0.320000
07/10 01:58:19 AM | [235   4  13   4]
07/10 01:58:24 AM | Valid: [  1/600] Final Recall 21.4452% FA 190 F1: 25.8790%
07/10 01:58:24 AM | [6811  190  337   92]
07/10 01:58:24 AM | Valid: Time Spent: 5.339090s
07/10 01:58:24 AM | [0.25879043600562585]
07/10 01:58:26 AM | Model size = 1.368 MB
07/10 01:58:26 AM | Epoch 0 LR 0.05
07/10 01:58:27 AM | Train: [  1/600] Step 000/071 Loss: 1.066 Recall: 0.410 FA: 46 F1: 0.468085
07/10 01:58:27 AM | [76 46 79 55]
07/10 01:58:45 AM | Train: [  1/600] Step 050/071 Loss: 0.542 Recall: 0.878 FA: 18 F1: 0.874552
07/10 01:58:45 AM | [ 99  18  17 122]
07/10 01:58:53 AM | Train: [  1/600] Step 071/071 Loss: 0.494 Recall: 0.929 FA: 2 F1: 0.928571
07/10 01:58:53 AM | [19  2  2 26]
07/10 01:58:53 AM | Train: [  1/600] Final Recall 86.4030% FA 1538 F1: 85.0984%
07/10 01:58:53 AM | [7457 1538 1255 7975]
07/10 01:58:53 AM | Valid: [  1/600] Step 000/061 Loss: 0.353 Recall: 0.600 FA: 36 F1: 0.352941
07/10 01:58:53 AM | [200  36   8  12]
07/10 01:58:57 AM | Valid: [  1/600] Final Recall 74.4980% FA 959 F1: 40.5908%
07/10 01:58:57 AM | [6223  959  127  371]
07/10 01:58:57 AM | Valid: Time Spent: 4.138524s
07/10 01:58:57 AM | [0.4059080962800875]
07/10 01:58:59 AM | Model size = 1.450 MB
07/10 01:58:59 AM | Epoch 0 LR 0.05
07/10 01:59:00 AM | Train: [  1/600] Step 000/071 Loss: 1.125 Recall: 0.496 FA: 99 F1: 0.431095
07/10 01:59:00 AM | [34 99 62 61]
07/10 01:59:19 AM | Train: [  1/600] Step 050/071 Loss: 0.746 Recall: 0.773 FA: 13 F1: 0.825000
07/10 01:59:19 AM | [115  13  29  99]
07/10 01:59:27 AM | Train: [  1/600] Step 071/071 Loss: 0.654 Recall: 0.962 FA: 1 F1: 0.961538
07/10 01:59:27 AM | [22  1  1 25]
07/10 01:59:27 AM | Train: [  1/600] Final Recall 81.6249% FA 1818 F1: 80.8734%
07/10 01:59:27 AM | [7422 1818 1651 7334]
07/10 01:59:27 AM | Valid: [  1/600] Step 000/061 Loss: 0.451 Recall: 0.733 FA: 27 F1: 0.415094
07/10 01:59:27 AM | [214  27   4  11]
07/10 01:59:32 AM | Valid: [  1/600] Final Recall 79.9197% FA 977 F1: 42.4987%
07/10 01:59:32 AM | [5955  977  100  398]
07/10 01:59:32 AM | Valid: Time Spent: 4.959742s
07/10 01:59:32 AM | [0.42498665242925787]
07/10 01:59:34 AM | Model size = 1.221 MB
07/10 01:59:34 AM | Epoch 0 LR 0.05
07/10 01:59:35 AM | Train: [  1/600] Step 000/071 Loss: 0.903 Recall: 0.598 FA: 34 F1: 0.641350
07/10 01:59:35 AM | [95 34 51 76]
07/10 01:59:51 AM | Train: [  1/600] Step 050/071 Loss: 0.643 Recall: 0.881 FA: 13 F1: 0.890566
07/10 01:59:51 AM | [109  13  16 118]
07/10 01:59:58 AM | Train: [  1/600] Step 071/071 Loss: 0.600 Recall: 1.000 FA: 10 F1: 0.761905
07/10 01:59:58 AM | [23 10  0 16]
07/10 01:59:58 AM | Train: [  1/600] Final Recall 83.7342% FA 1601 F1: 83.1860%
07/10 01:59:58 AM | [7519 1601 1481 7624]
07/10 01:59:58 AM | Valid: [  1/600] Step 000/061 Loss: 1.376 Recall: 0.833 FA: 69 F1: 0.219780
07/10 01:59:58 AM | [175  69   2  10]
07/10 02:00:02 AM | Valid: [  1/600] Final Recall 79.6334% FA 2006 F1: 27.0776%
07/10 02:00:02 AM | [5183 2006  100  391]
07/10 02:00:02 AM | Valid: Time Spent: 3.788343s
07/10 02:00:02 AM | [0.2707756232686981]
07/10 02:00:04 AM | Model size = 1.282 MB
07/10 02:00:04 AM | Epoch 0 LR 0.05
07/10 02:00:05 AM | Train: [  1/600] Step 000/071 Loss: 0.993 Recall: 0.632 FA: 92 F1: 0.533784
07/10 02:00:05 AM | [39 92 46 79]
07/10 02:00:24 AM | Train: [  1/600] Step 050/071 Loss: 0.611 Recall: 0.961 FA: 27 F1: 0.884892
07/10 02:00:24 AM | [101  27   5 123]
07/10 02:00:33 AM | Train: [  1/600] Step 071/071 Loss: 0.578 Recall: 0.905 FA: 9 F1: 0.775510
07/10 02:00:33 AM | [19  9  2 19]
07/10 02:00:33 AM | Train: [  1/600] Final Recall 84.1810% FA 1827 F1: 82.4289%
07/10 02:00:33 AM | [7295 1827 1440 7663]
07/10 02:00:33 AM | Valid: [  1/600] Step 000/061 Loss: 0.346 Recall: 0.706 FA: 24 F1: 0.452830
07/10 02:00:33 AM | [215  24   5  12]
07/10 02:00:37 AM | Valid: [  1/600] Final Recall 75.0000% FA 932 F1: 39.7237%
07/10 02:00:37 AM | [6038  932  115  345]
07/10 02:00:37 AM | Valid: Time Spent: 4.665787s
07/10 02:00:37 AM | [0.3972366148531952]
07/10 02:00:39 AM | Model size = 1.279 MB
07/10 02:00:39 AM | Epoch 0 LR 0.05
07/10 02:00:40 AM | Train: [  1/600] Step 000/071 Loss: 1.040 Recall: 0.480 FA: 76 F1: 0.459770
07/10 02:00:40 AM | [55 76 65 60]
07/10 02:00:59 AM | Train: [  1/600] Step 050/071 Loss: 0.684 Recall: 0.914 FA: 41 F1: 0.818182
07/10 02:00:59 AM | [ 87  41  11 117]
07/10 02:01:06 AM | Train: [  1/600] Step 071/071 Loss: 0.614 Recall: 0.909 FA: 0 F1: 0.952381
07/10 02:01:06 AM | [16  0  3 30]
07/10 02:01:06 AM | Train: [  1/600] Final Recall 82.1311% FA 1651 F1: 82.0594%
07/10 02:01:06 AM | [7424 1651 1635 7515]
07/10 02:01:07 AM | Valid: [  1/600] Step 000/061 Loss: 0.804 Recall: 0.957 FA: 105 F1: 0.293333
07/10 02:01:07 AM | [128 105   1  22]
07/10 02:01:10 AM | Valid: [  1/600] Final Recall 98.7976% FA 3172 F1: 23.6792%
07/10 02:01:10 AM | [4009 3172    6  493]
07/10 02:01:10 AM | Valid: Time Spent: 3.905690s
07/10 02:01:10 AM | [0.2367915465898175]
07/10 02:01:12 AM | Model size = 1.337 MB
07/10 02:01:12 AM | Epoch 0 LR 0.05
07/10 02:01:13 AM | Train: [  1/600] Step 000/071 Loss: 0.962 Recall: 0.594 FA: 62 F1: 0.571429
07/10 02:01:13 AM | [66 62 52 76]
07/10 02:01:31 AM | Train: [  1/600] Step 050/071 Loss: 0.599 Recall: 0.873 FA: 10 F1: 0.898551
07/10 02:01:31 AM | [104  10  18 124]
07/10 02:01:39 AM | Train: [  1/600] Step 071/071 Loss: 0.552 Recall: 0.857 FA: 2 F1: 0.888889
07/10 02:01:39 AM | [19  2  4 24]
07/10 02:01:39 AM | Train: [  1/600] Final Recall 83.8441% FA 1760 F1: 82.5609%
07/10 02:01:39 AM | [7329 1760 1476 7660]
07/10 02:01:39 AM | Valid: [  1/600] Step 000/061 Loss: 0.768 Recall: 0.933 FA: 79 F1: 0.259259
07/10 02:01:39 AM | [162  79   1  14]
07/10 02:01:45 AM | Valid: [  1/600] Final Recall 97.0149% FA 2765 F1: 24.6679%
07/10 02:01:45 AM | [4196 2765   14  455]
07/10 02:01:45 AM | Valid: Time Spent: 5.960672s
07/10 02:01:45 AM | [0.24667931688804554]
07/10 02:01:47 AM | Model size = 1.426 MB
07/10 02:01:47 AM | Epoch 0 LR 0.05
07/10 02:01:48 AM | Train: [  1/600] Step 000/071 Loss: 1.134 Recall: 0.318 FA: 85 F1: 0.321569
07/10 02:01:48 AM | [42 85 88 41]
07/10 02:02:10 AM | Train: [  1/600] Step 050/071 Loss: 0.530 Recall: 0.968 FA: 27 F1: 0.886447
07/10 02:02:10 AM | [104  27   4 121]
07/10 02:02:18 AM | Train: [  1/600] Step 071/071 Loss: 0.484 Recall: 0.875 FA: 4 F1: 0.857143
07/10 02:02:18 AM | [21  4  3 21]
07/10 02:02:18 AM | Train: [  1/600] Final Recall 86.4992% FA 1458 F1: 85.4630%
07/10 02:02:18 AM | [7612 1458 1236 7919]
07/10 02:02:18 AM | Valid: [  1/600] Step 000/061 Loss: 0.610 Recall: 0.848 FA: 49 F1: 0.509091
07/10 02:02:18 AM | [174  49   5  28]
07/10 02:02:22 AM | Valid: [  1/600] Final Recall 75.3479% FA 1195 F1: 36.4949%
07/10 02:02:22 AM | [5982 1195  124  379]
07/10 02:02:22 AM | Valid: Time Spent: 4.537438s
07/10 02:02:22 AM | [0.3649494463168031]
07/10 02:02:24 AM | Model size = 1.260 MB
07/10 02:02:24 AM | Epoch 0 LR 0.05
07/10 02:02:25 AM | Train: [  1/600] Step 000/071 Loss: 0.929 Recall: 0.671 FA: 35 F1: 0.700730
07/10 02:02:25 AM | [78 35 47 96]
07/10 02:02:43 AM | Train: [  1/600] Step 050/071 Loss: 0.536 Recall: 0.864 FA: 12 F1: 0.883721
07/10 02:02:43 AM | [112  12  18 114]
07/10 02:02:50 AM | Train: [  1/600] Step 071/071 Loss: 0.490 Recall: 0.917 FA: 5 F1: 0.862745
07/10 02:02:50 AM | [20  5  2 22]
07/10 02:02:50 AM | Train: [  1/600] Final Recall 85.8452% FA 1443 F1: 85.1667%
07/10 02:02:50 AM | [7619 1443 1297 7866]
07/10 02:02:50 AM | Valid: [  1/600] Step 000/061 Loss: 0.292 Recall: 0.750 FA: 24 F1: 0.508475
07/10 02:02:50 AM | [212  24   5  15]
07/10 02:02:55 AM | Valid: [  1/600] Final Recall 67.8112% FA 736 F1: 41.6337%
07/10 02:02:55 AM | [6228  736  150  316]
07/10 02:02:55 AM | Valid: Time Spent: 5.423719s
07/10 02:02:55 AM | [0.4163372859025033]
07/10 02:02:57 AM | Model size = 1.284 MB
07/10 02:02:57 AM | Epoch 0 LR 0.05
07/10 02:02:58 AM | Train: [  1/600] Step 000/071 Loss: 1.024 Recall: 0.459 FA: 77 F1: 0.450185
07/10 02:02:58 AM | [46 77 72 61]
