07/09 08:19:05 PM | 
07/09 11:20:51 PM | Train: [  1/600] Step 000/071 Loss: 0.854 Recall: 0.740 FA: 45 F1: 0.706767
07/09 11:20:51 PM | [84 45 33 94]
07/09 11:21:12 PM | Train: [  1/600] Step 050/071 Loss: 0.518 Recall: 0.910 FA: 20 F1: 0.884058
07/09 11:21:12 PM | [102  20  12 122]
07/09 11:21:20 PM | Train: [  1/600] Step 071/071 Loss: 0.475 Recall: 1.000 FA: 5 F1: 0.888889
07/09 11:21:20 PM | [24  5  0 20]
07/09 11:21:20 PM | Train: [  1/600] Final Recall 87.8259% FA 1387 F1: 86.6266%
07/09 11:21:20 PM | [7556 1387 1130 8152]
07/09 11:21:20 PM | Valid: [  1/600] Step 000/061 Loss: 0.303 Recall: 0.750 FA: 39 F1: 0.358209
07/09 11:21:20 PM | [201  39   4  12]
07/09 11:21:24 PM | Valid: [  1/600] Final Recall 72.3108% FA 871 F1: 41.8203%
07/09 11:21:24 PM | [6307  871  139  363]
07/09 11:21:24 PM | Valid: Time Spent: 4.075374s
07/09 11:21:24 PM | 

07/09 11:21:24 PM | [0.4182027649769586]
07/09 11:24:54 PM | Model size = 1.585 MB
07/09 11:24:54 PM | Epoch 0 LR 0.05
07/09 11:24:56 PM | Train: [  1/600] Step 000/071 Loss: 0.904 Recall: 0.539 FA: 25 F1: 0.621622
07/09 11:24:56 PM | [103  25  59  69]
07/09 11:25:17 PM | Train: [  1/600] Step 050/071 Loss: 0.542 Recall: 0.841 FA: 21 F1: 0.840909
07/09 11:25:17 PM | [103  21  21 111]
07/09 11:25:26 PM | Train: [  1/600] Step 071/071 Loss: 0.513 Recall: 0.875 FA: 4 F1: 0.857143
07/09 11:25:26 PM | [21  4  3 21]
07/09 11:25:26 PM | Train: [  1/600] Final Recall 85.8202% FA 1512 F1: 84.8393%
07/09 11:25:26 PM | [7545 1512 1300 7868]
07/09 11:25:26 PM | Valid: [  1/600] Step 000/061 Loss: 0.481 Recall: 0.556 FA: 34 F1: 0.322581
07/09 11:25:26 PM | [204  34   8  10]
07/09 11:25:32 PM | Valid: [  1/600] Final Recall 68.7234% FA 880 F1: 38.6133%
07/09 11:25:32 PM | [6080  880  147  323]
07/09 11:25:32 PM | Valid: Time Spent: 5.717168s
07/09 11:25:32 PM | 

07/09 11:25:32 PM | [0.3861326957561268]
07/09 11:29:11 PM | Model size = 1.453 MB
07/09 11:29:11 PM | Epoch 0 LR 0.05
07/09 11:29:12 PM | Train: [  1/600] Step 000/071 Loss: 0.940 Recall: 0.656 FA: 43 F1: 0.658824
07/09 11:29:12 PM | [85 43 44 84]
07/09 11:29:36 PM | Train: [  1/600] Step 050/071 Loss: 0.588 Recall: 0.877 FA: 10 F1: 0.899628
07/09 11:29:36 PM | [108  10  17 121]
07/09 11:29:45 PM | Train: [  1/600] Step 071/071 Loss: 0.535 Recall: 0.852 FA: 3 F1: 0.867925
07/09 11:29:45 PM | [19  3  4 23]
07/09 11:29:45 PM | Train: [  1/600] Final Recall 85.0697% FA 1565 F1: 84.0702%
07/09 11:29:45 PM | [7618 1565 1350 7692]
07/09 11:29:45 PM | Valid: [  1/600] Step 000/061 Loss: 1.459 Recall: 0.909 FA: 95 F1: 0.172414
07/09 11:29:45 PM | [150  95   1  10]
07/09 11:29:50 PM | Valid: [  1/600] Final Recall 95.8167% FA 2690 F1: 26.1911%
07/09 11:29:50 PM | [4488 2690   21  481]
07/09 11:29:50 PM | Valid: Time Spent: 5.378724s
07/09 11:29:50 PM | 

07/09 11:29:50 PM | [0.26191124421453854]
07/09 11:33:20 PM | Model size = 1.420 MB
07/09 11:33:20 PM | Epoch 0 LR 0.05
07/09 11:33:22 PM | Train: [  1/600] Step 000/071 Loss: 0.945 Recall: 0.667 FA: 38 F1: 0.682171
07/09 11:33:22 PM | [86 38 44 88]
07/09 11:33:41 PM | Train: [  1/600] Step 050/071 Loss: 0.501 Recall: 0.840 FA: 10 F1: 0.876494
07/09 11:33:41 PM | [115  10  21 110]
07/09 11:33:49 PM | Train: [  1/600] Step 071/071 Loss: 0.463 Recall: 0.750 FA: 1 F1: 0.837209
07/09 11:33:49 PM | [24  1  6 18]
07/09 11:33:50 PM | Train: [  1/600] Final Recall 87.1714% FA 1299 F1: 86.5905%
07/09 11:33:50 PM | [7759 1299 1176 7991]
07/09 11:33:50 PM | Valid: [  1/600] Step 000/061 Loss: 0.277 Recall: 0.385 FA: 21 F1: 0.256410
07/09 11:33:50 PM | [222  21   8   5]
07/09 11:33:54 PM | Valid: [  1/600] Final Recall 54.8729% FA 529 F1: 41.1111%
07/09 11:33:54 PM | [6429  529  213  259]
07/09 11:33:54 PM | Valid: Time Spent: 4.894639s
07/09 11:33:54 PM | 

07/09 11:33:54 PM | [0.41111111111111115]
07/09 11:37:39 PM | Model size = 1.202 MB
07/09 11:37:39 PM | Epoch 0 LR 0.05
07/09 11:37:40 PM | Train: [  1/600] Step 000/071 Loss: 0.955 Recall: 0.590 FA: 27 F1: 0.651584
07/09 11:37:40 PM | [107  27  50  72]
07/09 11:37:58 PM | Train: [  1/600] Step 050/071 Loss: 0.688 Recall: 0.789 FA: 13 F1: 0.834711
07/09 11:37:58 PM | [115  13  27 101]
07/09 11:38:05 PM | Train: [  1/600] Step 071/071 Loss: 0.598 Recall: 0.871 FA: 3 F1: 0.885246
07/09 11:38:05 PM | [15  3  4 27]
07/09 11:38:05 PM | Train: [  1/600] Final Recall 83.8832% FA 1564 F1: 83.3600%
07/09 11:38:05 PM | [7658 1564 1451 7552]
07/09 11:38:05 PM | Valid: [  1/600] Step 000/061 Loss: 0.261 Recall: 0.846 FA: 23 F1: 0.468085
07/09 11:38:05 PM | [220  23   2  11]
07/09 11:38:09 PM | Valid: [  1/600] Final Recall 65.8635% FA 675 F1: 43.7042%
07/09 11:38:09 PM | [6507  675  170  328]
07/09 11:38:09 PM | Valid: Time Spent: 3.849313s
07/09 11:38:09 PM | 

07/09 11:38:09 PM | [0.4370419720186542]
07/09 11:41:50 PM | Model size = 1.488 MB
07/09 11:41:50 PM | Epoch 0 LR 0.05
07/09 11:41:52 PM | Train: [  1/600] Step 000/071 Loss: 1.020 Recall: 0.582 FA: 60 F1: 0.579505
07/09 11:41:52 PM | [55 60 59 82]
07/09 11:42:14 PM | Train: [  1/600] Step 050/071 Loss: 0.537 Recall: 0.833 FA: 16 F1: 0.850202
07/09 11:42:14 PM | [114  16  21 105]
07/09 11:42:24 PM | Train: [  1/600] Step 071/071 Loss: 0.497 Recall: 0.769 FA: 1 F1: 0.851064
07/09 11:42:24 PM | [22  1  6 20]
07/09 11:42:24 PM | Train: [  1/600] Final Recall 85.1458% FA 1415 F1: 84.8667%
07/09 11:42:24 PM | [7688 1415 1355 7767]
07/09 11:42:24 PM | Valid: [  1/600] Step 000/061 Loss: 0.347 Recall: 0.875 FA: 39 F1: 0.405797
07/09 11:42:24 PM | [201  39   2  14]
07/09 11:42:31 PM | Valid: [  1/600] Final Recall 93.8947% FA 1435 F1: 37.8608%
07/09 11:42:31 PM | [5520 1435   29  446]
07/09 11:42:31 PM | Valid: Time Spent: 6.679429s
07/09 11:42:31 PM | 

07/09 11:42:31 PM | [0.37860780984719866]
